,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
2897,0.73350482,0.62906804,-0.69604716,1.4178939,1.5421953,0.93269942,0.95109164,0.090406309,0.56543322
3279,0.89013471,-1.4606218,-1.0551911,0.46653225,1.5381462,0.35090432,0.64042636,0.15536323,1.1160138
2091,0.71167986,-0.9295159,1.2753265,1.1517405,1.2605082,-1.3896496,1.5175893,1.0465935,0.37943482
5097,0.72982686,0.61408577,-0.66376826,0.84651573,1.3704995,-0.31178229,-0.99351248,1.5393714,0.49519845
5903,0.92867993,1.2694754,-0.21986859,-1.1718769,1.3470634,1.1096973,-1.2679104,-0.51813753,1.1743955
7820,0.57940879,0.28654512,-0.63401617,1.3189631,1.4956987,-1.1498694,1.4226313,0.59739898,1.0664542
4582,0.1539505,0.83274731,1.2877527,-1.3339199,-0.50473378,0.68736195,-1.2047004,1.462294,0.3720332
7651,0.25107004,-1.2460891,-0.75956467,-0.57891035,-1.1380853,0.68320471,0.98254938,-0.88023574,1.0449495
5885,0.032615613,0.68138168,-1.0247957,0.13376134,-0.58499261,-1.5479666,-0.057976258,0.39793599,0.98488633
4845,-0.36737099,-0.550111,-1.5574016,-0.51716776,0.51184817,-1.1558994,0.38000953,-0.3934368,1.2416304
7202,-0.43512699,-0.93719985,0.025327027,-0.97520699,0.89600121,0.11599045,1.4968175,0.48783694,0.99736352
1003,1.3609739,1.1310656,-1.4303112,0.58136472,0.73501013,-0.51115467,-0.79682838,-0.45761531,1.0252533
7964,-0.65057387,1.296126,-1.0712562,0.76211019,1.3514625,1.2805515,-0.38911219,0.57786273,1.1421564
5508,0.90941899,0.83558664,1.3431463,0.97565378,-1.0167444,1.5561801,0.60109422,-0.95900959,0.56984885
555,0.072846302,-0.17412065,-1.2951626,-0.093448735,-0.10004399,-0.87894753,-1.5703043,0.79368974,0.84684966
8146,0.39574971,1.5416652,1.2825692,1.5464734,0.057175502,-0.66240518,0.51896671,-1.2747915,0.15809767
7981,1.1809424,-0.40282748,1.081524,-1.4080825,0.77446994,0.3901447,-0.75612714,-0.11502195,0.59601915
1485,1.3801899,0.6153621,-0.27526962,-1.3098053,-0.0088125637,-1.0566037,1.2819595,-1.4252491,0.73660832
5856,-1.5338893,-0.36484159,-1.0652985,-0.29435048,-1.2872557,0.31822977,-0.33178834,-1.1469592,0.69696451
1272,-0.78824309,-1.2509509,0.42929431,0.92798411,0.2649121,-0.1245672,0.87712339,0.021168635,0.53969357
1411,-0.2530249,-0.48328279,1.0204756,1.1115429,0.04839069,0.42209571,1.2419823,-0.94692045,0.472756
7222,0.44939406,-0.51787888,-1.4617987,1.1761308,-1.0094078,0.086255466,-0.86036211,-0.011253855,0.71710415
7484,0.10497215,-0.5064314,-1.0247902,0.56976175,0.073440652,-0.9763243,0.16095483,1.4462529,0.92438903
1471,1.3910705,1.1775093,1.2775217,-1.3637088,-1.0463225,-1.3191736,-0.19136183,-0.6843143,0.38168845
6405,0.34187283,0.90765912,1.3213874,-1.4796045,-0.33851642,-0.12720532,1.2456715,-0.73983017,0.57374895
7128,0.074268993,0.58043972,1.1163635,-0.79517464,-0.23105984,0.67392119,0.46967579,1.4169409,0.61917813
7144,-0.34924331,-1.497471,-1.395411,-0.82468754,1.5532889,-0.68646978,-0.4445712,-0.2510328,1.3609411
4730,-1.4822462,-0.22155711,-0.70663467,1.050782,0.9150408,0.78826983,-0.74862798,1.0535348,1.2782674
6057,-0.58938117,1.1150635,-0.28698237,-0.59093717,-1.0090862,0.46744633,-0.97802086,0.7240335,0.67001284
3872,0.95733648,-0.25538628,0.46991895,1.3155125,1.3746229,-0.58808587,0.64511682,0.22708325,0.72501825
981,-0.80011524,0.10538308,-0.30625757,-0.95592128,1.4584021,1.5058151,-0.84166721,1.3587696,1.0162213
6943,0.64530702,-1.555191,-1.240836,0.82590907,-1.5594205,-0.58892631,-1.0078663,0.6467001,1.288341
5909,0.22470421,0.17630316,-0.83164215,-0.72672027,-0.040352115,-0.26921257,-0.23239276,0.42571297,0.93878333
7226,1.499522,-0.89992864,0.11629153,-0.96465619,0.028131537,-0.96652558,0.21061929,0.6918466,0.59138164
1268,-1.4713961,0.87051535,1.0429198,1.232355,-1.440859,1.3565968,0.91601341,-1.4312135,0.587407
2462,0.19859677,-0.91501935,0.63068312,0.0090727553,-0.7547892,-0.61052247,0.47121646,-1.0619256,0.50500238
4047,-0.75180725,0.65378191,-1.228128,-0.58156396,-0.14545029,0.63416197,-1.2193329,0.62964756,0.99804293
268,-0.96274858,-0.82794988,1.0331273,0.38253216,0.44779997,1.4065425,-0.1082897,1.2103804,0.32947853
654,-1.2309727,-0.26304573,0.37146719,0.50436446,0.44561227,-1.242049,1.5057609,-0.64590092,0.63788051
3071,0.80548932,-1.2630537,0.28673993,-1.5412584,-1.2764509,0.16870804,-1.0520702,0.39483373,0.040165378
6931,1.3142686,0.40722571,1.0959619,-1.4297394,1.5454652,0.41509283,-0.28263332,-0.85935131,0.68947698
5491,0.48480237,0.82780219,0.49020834,-1.1037962,-0.14059987,-0.079697403,1.3687025,-0.43329482,0.71266455
7248,0.5957238,0.85200974,0.55796881,-0.65158757,-0.85468224,-0.28727367,0.82962703,-1.4315224,0.50840446
3296,-0.7248404,0.47330953,-0.2614879,-0.77274391,1.1969832,-1.4545858,-0.12004965,1.0733776,0.62218082
589,0.22505361,0.42499349,0.032852236,0.17483215,-1.5693189,1.4049494,-0.44945518,-0.72198792,0.47986385
3931,-1.4517327,1.1548226,0.67630159,0.38761116,1.4757476,0.39356627,0.88172143,-1.0198965,0.22811134
8184,-1.1293349,-0.90730163,-0.101666,0.53643717,-0.47310656,1.3099567,0.039317993,0.63286228,0.56727776
5260,-1.0247539,-0.29463607,0.63431868,0.60056593,-0.89149781,0.88128585,1.4498675,-1.0436271,0.67581717
4674,-1.5064069,1.356204,-0.71382447,-1.5496002,0.20619088,-0.49533698,-0.16839055,-0.23781427,0.95463754
6762,0.34118191,-1.4043553,0.41133187,-0.17824695,1.3020937,0.94486107,-0.46179586,-1.2084282,0.75898375
5269,0.24814468,-0.66853888,-0.50711812,0.47839838,-1.5244774,0.11080997,-0.59299458,0.207632,0.60164216
4439,1.2493376,0.15082778,-1.274896,0.85310966,0.48266275,0.66877509,0.54404933,0.019502058,0.72938236
1808,-1.4896875,-1.1009065,-0.092445925,1.4835506,0.43919964,-1.4440286,-0.16186049,0.9273296,1.1098832
7045,-0.87731008,-0.04724553,-1.4841226,0.7727904,-1.4174562,-1.2752677,0.44080292,0.37015184,0.80929931
5159,-0.2747617,-0.27486922,-1.4690307,0.53230672,-1.3670883,1.1565088,-0.34314908,-0.47985288,0.48971965
6044,-0.77141878,-1.1317952,0.75630885,-1.4340876,-1.4236023,-1.3745361,-1.2096145,-0.42783417,0.37091129
677,1.3270013,-0.37300261,0.12996283,0.11627627,1.2856478,0.54230287,0.9468321,1.5578506,0.64783574
4899,0.20902026,1.3650465,0.6669725,0.81562647,0.37883011,-0.51730815,-0.62240891,0.41304261,0.94304251
5509,0.75676117,0.78551971,-1.224816,-1.3005758,-1.3014955,0.95983137,-0.77145407,1.4376985,0.40299294
7747,0.075946819,0.435691,-1.0060438,-1.4083014,-0.58984376,1.3995166,-1.221078,-1.3298849,0.73708698
3142,-0.49274343,-0.041474044,0.60158662,0.12348578,-1.4407469,-1.535965,-0.34853427,-0.52454056,0.88385625
6899,1.00448,1.2607679,-0.6626315,0.74977089,-1.3611252,-0.59782871,-0.29082439,0.48433703,0.89090561
7100,0.13033831,0.093886446,-1.2912086,0.58929088,-1.1493373,0.0071453315,0.47909903,1.0744501,0.49943077
2432,-0.78927365,1.1002627,1.0329925,0.50697297,1.2496104,-1.5440845,1.1174003,-1.2972939,0.44701892
6498,-1.5047125,-0.36318096,-0.1416199,-1.5017497,-1.2850511,0.53752455,0.31339411,-0.81962708,1.0767903
6437,0.0053381054,0.044019169,1.2909738,0.28922306,0.94969186,0.089858808,0.54341438,1.4398235,0.56371611
4030,0.66475551,0.046128242,0.25034368,-0.39290454,1.3144559,-0.47249863,-1.4665856,0.11514253,0.60464309
4204,-1.4635027,-0.55216783,0.17191814,-0.55988325,-0.18691928,-0.21396523,-0.69196347,-0.3311111,0.97211489
6315,1.0734887,0.36798113,-1.406875,-0.50975734,0.89061094,1.4821191,-0.79513558,0.32088759,1.1288209
2670,-0.48158059,1.3793447,-1.2263676,1.4401671,-1.1568543,0.80642458,-0.59232978,-1.4197336,0.60520026
1611,-1.4477704,0.71669028,1.5353355,1.0581937,-0.34303126,1.1834658,1.1002081,-0.28770045,0.7591455
7418,0.89189708,0.90750324,0.72702961,0.26670678,0.59579189,1.1244269,0.63288304,-0.070137026,0.38660848
2680,1.2092969,-0.18023885,1.1873309,0.59139392,-0.25593184,-0.70025193,1.3820108,0.060783318,0.37729861
3382,0.08489407,-0.14806349,0.12097194,0.84065129,0.21807617,1.348869,0.82327743,-1.109716,0.50610006
2673,-0.10863415,-0.35215353,0.068340611,0.25014709,1.0492583,0.62146785,-0.995464,0.83206128,1.0043506
3501,0.8431634,1.3606287,0.98585061,-0.44966394,0.053820922,1.487778,-1.1356315,1.5098957,0.68610894
4012,0.93226907,0.99978892,-0.06206361,-1.3176429,0.12583403,0.27415175,0.63868484,-1.2222229,0.74795997
6718,-0.47351519,0.018596311,0.84373154,-0.47913966,1.4480178,1.5008866,-1.5684528,1.4323756,0.73838288
605,0.99810186,1.1438561,-1.5003945,-0.86683392,-0.84775103,-0.60809411,1.3239014,-0.062060289,0.47539722
3784,0.2475879,0.11330976,-0.26599329,0.52644586,0.78948234,-1.0405889,1.4859612,1.3425852,1.0304182
4103,-0.17572645,1.1490066,-0.83614806,-0.60723965,-1.1149275,-0.89137316,-0.96873246,1.5034487,1.0349441
1468,0.48146586,0.57003398,0.51517954,0.93362279,-1.2270215,0.57094866,1.1544741,-0.99610032,0.62971785
7252,1.4689408,-0.52714112,1.529791,-0.097788344,0.57143384,-0.073585648,0.2884652,-0.27917911,0.37285142
4220,-0.85599756,0.087317697,-0.48798293,1.4003523,0.56712332,0.31196933,1.3115913,0.72895158,0.56620626
5430,-0.78378643,-0.25380122,0.079830766,-0.99657828,-1.4918204,0.86837752,-0.065572929,1.0172156,0.40007197
7047,0.62850327,0.1772453,-0.86941265,0.95883441,0.031133851,1.3458511,1.1235252,0.233696,0.57318473
5045,-1.0355752,-1.3881058,-0.57436006,0.25468489,0.57039494,1.5005424,0.23120547,0.18978933,0.9259944
3951,0.070356332,-1.133879,-1.19588,-0.98642108,-1.3285739,-0.26069839,0.5368598,-1.4533955,0.81910982
2155,1.2131186,-0.81378027,1.4436799,0.98951399,0.99400863,1.4273226,-1.408915,-1.3781094,0.28955654
2905,1.0811575,1.1284518,0.27733748,-0.44800605,1.3749243,1.4592951,-0.73168544,-0.76487674,0.88853766
7842,-0.89217879,-0.094125669,-1.12757,-1.307721,0.40243042,-1.3058543,0.5267873,-1.4354487,1.191146
2077,0.23323456,0.57511522,0.78869075,-0.20931642,0.69586117,1.0379906,1.0810131,1.5361143,0.59036564
7085,-1.1454357,0.67469555,1.2897507,1.4654198,-0.90470762,0.96518227,-1.3297446,0.34776769,0.43636449
3438,-1.0839817,1.0416585,0.93801786,1.2306548,0.19206085,0.49540955,0.75209749,0.52799085,0.12822119
5265,0.61445457,-0.91011904,-0.69359761,0.41152704,-0.54731723,0.099596001,1.3023103,1.2434486,0.65470277
5635,-0.66540076,1.2353935,0.92039745,1.0549544,-0.36813515,0.84773157,-0.62644727,0.25565653,0.41374806
584,-0.89766492,-0.8500587,-0.62221536,1.3046177,-0.77040717,-0.6424184,-0.088965727,0.34789257,0.93488319
3544,0.73438638,-0.21376266,0.81579853,-0.5567002,0.52303956,1.3643525,-1.125074,-0.54602317,0.65403967
2826,1.3173714,-1.1558018,-0.17697689,-1.143182,-1.0389448,0.75849592,0.047579951,0.80956132,0.57290153
5955,0.92308617,-1.3285489,0.75552098,-1.0311191,0.49566729,1.372499,0.33920489,0.32380383,0.8158065
6381,1.401675,1.1624792,0.35587323,-0.22280058,-1.4853952,0.61670281,0.069047623,-0.11438901,0.43269656
6345,-1.2328423,-1.4669978,-0.68290413,0.7461755,1.5288822,-1.4146981,-1.1366934,-0.30645662,1.0774965
6785,-1.2373092,-0.7827845,0.35681484,-0.36502017,-0.2887194,-0.25161598,-1.3691387,0.32412466,0.69315512
3455,-0.66775327,1.3341549,-0.71692286,1.3999772,-1.269005,1.4371421,-0.031961516,1.1533389,0.44042802
5744,-0.84025329,0.64248258,-0.84292289,1.2414777,1.1065379,1.3359,1.482387,-1.1762042,0.70749954
7235,-0.51006535,-0.81059609,0.86633919,0.69445973,0.89886352,-0.15625569,0.68562721,1.2692144,0.60978794
4923,-0.58805653,-0.91001154,-0.40632114,-0.69883236,-1.3077511,0.30468744,0.45549108,0.84082445,0.6144827
7886,-1.0730579,-0.88875682,-0.32118788,0.54191277,-0.82147536,0.97985977,-0.79114099,0.38550941,0.8005791
2550,-0.50142069,-0.081706852,1.0392926,-1.5616628,1.3104295,1.4740498,-1.545578,0.65622251,0.58843257
7290,1.5474733,0.32139754,-0.75928813,-1.542679,1.5347704,-1.1717509,1.4877503,-1.5018636,0.88674764
344,0.62421476,-0.23269287,-1.5225277,-0.70689927,-1.4261902,0.08121023,1.091097,-0.12267238,0.74703668
6606,0.71489767,1.5695228,-1.3784324,0.81911377,-0.085275172,0.15539054,1.3287927,-0.013990273,0.85555639
4745,1.0222145,0.87883829,-0.17058925,-1.3745017,0.54002611,1.1807349,-0.1758082,0.95936306,0.94572054
6965,0.40728168,0.28108749,0.37659157,1.025146,0.58917494,-0.87948412,1.3540545,1.1719156,0.71670385
7687,0.96527332,0.10483794,1.0374959,0.67515919,0.22312324,0.59207177,-1.2350375,0.30354897,0.63883403
871,-1.1959816,1.5142448,0.051179046,-1.3493025,-0.15763957,-0.72865786,0.21286116,-0.57344834,0.82729329
6449,-0.016804554,-0.2832974,0.024195504,0.50277884,1.2299839,1.5315395,0.80468814,-0.56949714,0.30578713
4043,1.2339441,0.014895828,-0.054199302,-0.3880706,-1.1411275,-0.76380042,1.2940953,-1.4331792,0.57811009
3543,1.5120532,0.16896448,-0.53080903,-0.63332377,0.15480227,-0.80050437,-0.20399849,0.45643025,0.81992452
90,1.0292799,-0.31240928,-0.24116235,-0.48752757,-1.1104684,0.15485977,-0.22037886,-0.77887631,0.61050498
5735,-1.2467913,-0.12848699,1.4708622,1.3324538,0.53233117,-0.62369307,1.1720701,0.087992455,0.2206475
4328,-0.70469776,-0.44715015,0.50586297,-1.5665012,1.304203,1.193698,-0.33846279,-0.91976066,0.95673541
5081,1.2397959,-0.52315408,-1.4226893,1.522869,1.5649438,1.2008775,1.2226273,0.010686116,0.43551025
3497,1.0773897,0.61350994,0.40639084,1.4465793,-1.4802614,-0.68776699,-1.4090637,1.1735706,0.81014233
2117,0.73942673,-0.19705568,-1.4466128,0.87836703,1.0269214,0.55454743,1.4095062,-1.2102364,0.46345006
4935,0.5967403,-1.2874945,-0.81747438,0.6396905,-0.048838274,-0.12766859,0.94612077,0.5166591,0.93383513
6225,-0.001809645,0.54580687,-0.52816713,-0.36130842,1.546222,1.0205206,-1.0090552,-0.36618231,1.1100039
4693,1.1478621,-0.10339489,0.10442173,1.4446188,1.4067016,-0.9599626,0.31839364,1.4925557,0.79870894
3159,0.46211121,-1.0757802,-0.75893547,-0.51170427,-1.2541697,0.36421747,-1.487984,1.3456406,0.86027323
947,-0.52320726,1.3850579,-0.87492265,0.3024652,-0.95034559,0.26538008,-0.61455712,0.053901476,0.76207905
3231,-0.17398196,-0.79182509,1.5040584,-0.804432,1.2910964,-0.41738417,-1.1963663,0.53147304,0.73954983
7653,1.3908841,-0.3639431,0.85771414,-1.215756,-1.0449029,-1.372468,-0.01338595,-0.61914378,0.35593457
7132,-0.41979315,0.7658754,1.3377663,-0.40844793,1.2215884,-0.73408103,-0.67360834,0.67537534,0.69220282
883,-0.7084089,0.78918255,-0.46212005,0.35622796,1.5627206,-0.1804726,0.78493795,0.77552088,1.0578673
7936,0.92018836,1.4545738,0.76234055,1.4830889,0.78974625,0.27585192,-1.0006276,0.52341262,0.92564656
4149,1.1338722,1.3086692,1.0199188,1.4788464,-0.12627422,0.24532009,-0.0212805,-1.2127362,0.25403882
4750,-0.92883596,0.88239221,-1.1029548,-0.74041846,0.72909703,-0.44889122,0.81311115,-1.4682119,0.8543666
2987,0.80929879,1.5697161,1.4494558,-0.99232218,1.5697415,0.9311219,-0.1047408,0.93753605,0.61174997
7016,-1.0803814,-0.35095749,-1.3888169,0.17264806,-0.086218947,0.87727891,0.077354486,1.2644649,0.99973293
7635,-1.3905798,0.25874645,-0.70068921,-0.66564001,-1.3453676,1.389938,0.95039923,0.92420965,0.95193096
6052,-0.35397733,-0.8584356,1.0918471,-1.1468231,0.66700178,-1.0634668,-1.0202255,0.64359953,0.41587881
6510,-0.52109743,-1.3126686,-0.61257222,-0.10112868,0.67056727,1.2217178,1.4261328,1.4763992,0.74493663
4888,1.0746992,1.2194313,-0.03249521,-1.2164726,0.66532982,-1.4279583,-1.4664949,1.2705083,0.60757783
5460,-1.1530835,0.56162115,-0.50085345,-0.32938855,0.51064267,1.3879995,0.89774162,0.87652597,0.56717589
5871,-0.62922721,0.56304012,-1.0539642,-0.56783359,-0.069002597,0.88921362,1.1161099,-0.068465649,0.80613979
7611,-0.79058358,1.5154873,0.44627377,1.0638863,0.15175197,0.0072396297,-0.69179672,-1.2358722,0.61921023
2415,-1.1796922,1.2307813,1.2726795,1.4614514,1.0657004,1.037785,0.75393396,1.0725151,0.35774865
3846,-0.90568798,1.0158314,-0.15254488,0.47872262,-0.28429101,1.4343002,-0.28563569,0.30661476,0.43279195
6214,0.076293345,-0.14265124,0.2782453,-0.25966466,-1.5180168,0.99497653,0.41192493,0.65638423,0.41027853
4139,1.4954837,-1.3098773,0.91754716,-0.79850286,-0.4502524,0.17840934,-0.46459716,-0.098075078,0.68941445
8110,-0.23773835,-1.1130983,-0.085946254,0.10842944,-1.0746723,-0.84789042,-1.5270604,-0.15543981,0.94311888
7441,-1.4987565,-1.1500688,0.37958136,-1.3389533,1.4907198,0.52727481,-1.1960224,0.33777036,0.83370008
5677,-1.4280006,1.3319384,0.68436059,-1.5594186,-0.30114943,0.85497097,-1.4157586,0.52107194,0.55099054
2398,-0.41422273,-0.23439503,-0.39798436,-0.032147784,-0.57566632,-0.082359464,-1.2141981,0.11060343,0.97040996
3910,-0.68265559,0.43921034,0.63216802,-1.1817571,-1.5670677,-0.51975669,-0.8905564,-1.1397135,0.31607067
1710,0.85775229,-0.80769703,-1.2347231,-0.12961758,-0.96213383,1.2316888,0.17794644,0.020193974,0.66050683
4060,1.4847925,-1.3364873,0.65847699,-0.69592094,1.0406704,0.63360281,0.74428236,-0.35237153,0.77906007
4817,1.2987018,-0.96504139,1.4995833,0.65111788,0.053037557,1.3729462,0.16732088,-0.35321704,0.56530846
1186,0.60848722,1.1744659,1.4545662,-0.18203634,-0.78099837,1.2325437,1.0757394,-0.67010154,0.39706882
4004,-0.20389984,-0.63656054,0.16599644,-1.4111175,1.5538324,-1.0935428,-0.0377747,0.059769369,0.69988539
7866,-1.0537265,-1.03386,-0.70494169,0.32030203,-0.94282721,0.38154598,0.75512671,0.40706584,0.62015923
6412,-1.2390881,1.0538016,-0.15990501,-0.63939721,0.54866071,1.330709,0.19262325,-0.27137631,0.86512485
8114,0.57345734,-0.94695764,-0.59662328,0.067091974,-0.26445949,0.1616914,0.24592059,0.040930267,1.0558265
8008,-0.081145038,0.58899529,1.5083594,0.89421956,-0.5326362,-0.26326658,-0.43874813,-1.286418,0.28371636
151,-0.014509235,-0.50180728,-0.93131784,-0.84231014,0.38965722,-0.17285596,0.9281213,-0.79512537,1.038361
915,-0.13788429,0.31781544,-1.1330863,-1.4037093,1.1972265,1.0804533,0.67462547,1.493637,1.1088233
1305,0.87539383,1.4018394,-1.2097679,0.43890149,-0.22824751,0.94069408,-0.4594168,-0.061810418,0.65531477
4010,0.069538015,1.2824274,-0.74300624,1.0967981,0.30092859,-1.4190163,-1.0284077,0.47213246,0.89490412
5328,-0.94482327,0.99239796,-0.61190257,0.68856743,1.2973435,-1.1872557,-1.4739792,1.4461408,0.49145621
5884,0.10299579,-0.17641352,-1.0275694,-1.1817109,0.8872824,0.80254959,-1.2645286,-0.087642591,1.1534166
4824,0.71566765,-1.0760698,0.22368086,1.1199518,-0.71640962,0.83015141,0.85279771,-0.84885745,0.30630796
6998,-1.3431862,-1.3539173,0.99382708,-0.10015082,-0.1676751,0.90685259,-0.4287719,1.0035494,0.90199663
1398,1.1136528,-0.019260888,1.5029662,1.0251632,-0.5634399,0.81251356,0.44966493,-0.41505764,0.43587671
2519,1.5651347,0.57913456,0.73565473,-0.064177708,-0.60856409,0.63840723,0.27755012,0.89376851,0.53661874
183,0.31892867,-0.5079079,-0.55307236,-0.80813149,0.69264385,0.30158112,-0.39637554,0.56624547,1.1121948
6687,-1.0669907,1.2599108,-1.3889081,0.085065994,1.4942566,0.16460397,-0.59730756,0.62829124,1.3234561
6725,-0.52666567,-0.31553942,0.40575982,-1.3050938,0.21157112,-1.2873258,0.77467863,0.11946102,0.85563411
4552,-1.0347628,-1.1382593,1.0133858,-0.42914247,-1.4409594,1.4105155,-0.29038805,0.5743294,0.57860039
2417,-0.61064523,-0.29280361,0.97839487,-0.081483245,-0.36807944,-1.424985,-0.69475061,-0.7666826,0.70425178
471,-0.38002411,1.4917696,-0.47963953,-0.099299669,-0.32499064,-0.82965358,-0.88911677,0.89088512,0.90983136
967,-0.6312098,0.61795628,0.77240086,-0.52264201,0.29224962,1.1356115,-0.031258445,-1.2382005,0.42071889
5466,-0.99009902,0.2240439,-1.3569917,-0.64475247,0.78287625,0.83268144,1.1741767,-0.17263083,0.71942733
6542,-1.5356352,1.0814826,-1.0308259,0.3475599,1.0442369,0.90576308,1.5085237,1.1776177,0.76638524
2656,0.73206025,0.48884056,-0.73160903,-1.3671615,1.556398,0.4286871,1.55509,-0.70125929,0.59149336
209,-0.24432338,-0.25700447,-1.2828331,1.023581,-0.41518661,-1.499427,1.0515467,-0.29416515,0.6216163
1961,-1.3573778,1.3435258,1.231507,-1.5637339,0.63416885,1.2137653,0.88008312,1.2774465,0.54475037
896,1.1564722,-0.18529823,-0.3612282,-0.40403694,1.4364371,0.096048513,1.2469648,0.18619676,0.98559383
6458,-0.8393111,-0.80729809,-1.4739111,0.060377863,-0.60307731,-0.0038009413,1.4359856,-0.39928513,0.95444931
7965,-1.4526718,0.18667788,-0.1353395,0.51275634,0.31551645,-0.82302258,0.98727246,1.4760454,1.0340395
5011,-1.4017998,1.5294144,-1.3467716,0.22344029,0.34440056,-0.076465507,1.4213243,-0.064694064,0.76720073
1773,-1.3477723,1.1303673,-0.08087507,1.5390006,1.0600607,-1.0733348,0.61849257,1.1899728,0.93414075
4309,-0.37964374,-0.82914381,-0.56386899,-0.60724892,-0.87645394,1.3706254,1.3378875,0.61875238,0.86775322
2299,1.3161004,1.151978,-0.0090378999,-0.11177616,-0.90228086,0.84380492,-1.5589217,0.42552808,0.70360606
1209,-1.0484004,-1.1313499,-1.0056043,0.13108295,0.032960253,-0.75487233,1.4259815,-1.3003316,0.86158098
4386,0.43755642,0.50897787,1.3583107,-0.98084035,1.5280755,0.15789551,0.64673743,0.46131857,0.63327629
7148,1.4528645,-1.3433414,-0.20482365,1.2623358,-0.98815009,1.4779761,0.42271712,0.22200682,0.38590625
1270,-1.3106751,-0.83878464,1.0721209,1.4914634,-0.079299667,-0.63419844,1.2802111,0.72328695,0.23213593
1251,-0.62381452,0.0084576802,-1.1242847,0.62716846,1.5520029,0.28351335,1.1023983,-0.49184095,0.57086186
6275,-1.5428681,-1.1118475,0.76226916,-0.72466771,-0.37055689,-0.10495734,-0.28711426,-0.22238389,0.85730162
4233,1.3886831,0.66581609,-1.2098773,-0.21394679,0.74183217,1.5534039,-0.35530884,0.71568634,1.017077
5681,0.23036535,-0.75664677,-0.9605677,-0.28849168,-0.065707581,1.2066662,-0.98587095,1.0533792,1.0390153
4937,-1.0618727,0.19694574,-0.7099095,-1.3410131,-0.16566561,-0.75227519,-0.84476583,1.1923247,0.65243071
4333,-0.9735031,-0.75707018,-1.2963999,0.57512522,-0.2777891,-0.69525742,1.2121221,-1.3059682,0.78331355
292,-0.94354645,-0.32842432,-0.49738862,1.2125877,-0.36162892,0.45425911,-1.5073736,1.3176869,1.0998737
7080,0.71575602,0.088829784,0.072775223,-0.51588266,0.71940664,-0.96788317,1.3951064,0.38531968,0.95626247
1051,-0.15510894,-0.06305244,-1.5325616,-0.17644432,1.1083115,-1.1370245,1.5521489,1.2708507,1.2467565
3026,-1.4369653,-1.362752,0.2014791,0.31370744,0.68243572,1.1163852,1.1683428,-0.46214708,0.27924773
3434,1.1151197,-0.29194449,1.5587256,1.5420214,0.25263021,-0.5924567,-0.79742392,-0.42805215,0.30752963
272,1.4974561,-1.5163783,1.0751459,-0.29414435,-0.18861985,0.14866536,1.271229,0.10088161,0.6023944
2042,-1.129636,0.97764455,1.1302204,0.93841921,0.21785271,-0.23615438,1.2675255,0.95376855,0.25662833
4339,1.1419857,0.86349258,0.40123616,-1.2127075,-0.080483747,1.1003384,-0.71703842,-0.11089292,0.78066167
4442,-0.039914246,0.47087717,-0.65390589,0.5205575,1.4789905,1.330974,0.79829207,0.87966722,0.6796905
6488,0.43201687,0.2738598,-0.098747439,-0.58264637,-1.3389096,-1.3897335,-0.48907559,-0.18446925,0.71657228
7571,-0.53200431,-0.25673516,0.40459838,-0.85091374,-0.4319631,0.40421216,0.074889705,1.211168,0.67384858
1086,0.18922054,-0.68855247,0.12464071,0.34281196,-0.10634122,-0.29578176,-1.2193386,1.1197099,0.77217417
4404,-0.12799492,-0.54987954,-0.80872461,1.2700228,-1.080816,-0.80110281,-0.17237782,1.4188063,1.0248996
5044,0.18256086,1.3943531,-1.5425119,0.33909108,-1.1390668,-1.4507968,1.0103254,-1.0230111,0.36961438
4503,0.98519383,0.50333774,0.95011917,0.63892432,-1.4782674,0.91365957,-1.1790299,0.46121747,0.53827048
5873,-0.19899865,0.41775482,-0.75074529,1.3884816,-1.2159678,-1.4914938,-0.31044524,0.34924363,1.1576779
2859,0.26846907,-0.66362306,0.1873744,-0.78147996,0.47748465,-1.2813736,1.0118,0.78895202,0.75251655
4595,1.3606161,0.94077232,0.13296032,-0.90168634,0.35278099,-0.70984905,1.3811825,-0.75107815,0.88927699
5210,-0.054065851,0.47000099,-0.34696952,0.51178398,-1.5454408,-0.73417248,1.492695,0.49348391,0.1188555
5521,0.58352199,1.0958992,-1.1627908,0.010226067,1.2141549,0.30284125,1.3600287,-0.047171133,0.59768607
6001,-0.38309254,-1.1547827,0.025926878,0.40095746,-1.0748876,0.27409237,0.19172008,0.16275177,0.70067319
8032,0.55220886,-1.0873467,-0.40612302,0.98997985,0.086222352,-1.3514148,-0.067668921,-0.60386206,1.1164306
2925,0.80160429,-0.94656763,0.6857368,1.0674023,1.1046522,-0.48868405,0.42655816,-0.9065757,0.4646461
4162,0.85416899,-0.87887564,0.2495614,0.60804686,-0.43740458,-0.93776565,0.85170377,0.85494336,0.82638252
613,0.20206906,-1.0587411,1.2039787,-1.5542399,0.41923309,-0.021408606,-0.28780695,-0.017332597,0.70699519
6096,0.31991385,0.04473465,0.5312905,0.079737991,0.90860237,-1.3251127,-1.1922335,0.32787565,0.42026843
4039,0.90698052,1.1463543,-0.40508783,0.42068328,-0.19647586,0.99364382,-1.1832837,1.2766169,0.83394708
3532,-0.89865187,1.1985519,1.1100094,-1.5295606,-1.020613,-1.42516,-1.1563878,-1.4995029,0.26516824
