,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
4927,-1.368013,-0.452094,-1.976023,1.902013,-1.710212,2.032868,1.591785,0.892723,-0.250671,-0.148543,0.999986,-2.325023,-48.805217,-69.273739,16.274841,-68.738939,4.652537,2.052881,0.529787,2.387165,0.587329,1.983356,2.012929,1.79448,2.324158,1.368874,1.922038,1.950667,1.613464,1.992365,0.430194,0.26722,-0.006616
4610,1.588684,0.610468,1.268524,1.237359,0.514004,1.050523,-1.183758,0.294122,0.013849,1.844717,1.355165,1.283934,33.424674,18.490468,-30.696735,-70.031376,32.656617,1.521546,0.628941,1.606948,0.475992,0.500108,0.819993,1.869366,0.934156,1.368241,0.273183,0.637684,2.299083,0.694165,2.081816,0.827853,0.069455
1294,-1.951809,-1.10989,-2.289626,-0.378493,0.39353,-2.132874,-0.074164,2.311702,-0.862561,-1.760268,-0.451539,-2.061931,1.157999,-37.507213,66.276486,8.901449,56.658922,2.372628,1.499851,0.497951,0.559704,1.195422,0.460737,0.611227,0.897667,2.333181,2.264057,1.50536,0.838305,1.399212,1.062786,0.991416,-0.014233
8128,0.175904,1.754856,-0.981867,0.551274,0.712456,0.071871,1.565052,-0.726347,2.082321,-1.338176,1.502856,0.090287,1.816304,-73.381513,-23.085981,43.920052,14.318892,2.239158,1.520511,1.228016,1.520502,1.076277,0.482981,0.961389,2.309561,1.286998,0.574116,0.424218,1.07527,1.555677,0.51573,2.371523,-0.037816
4022,-0.961009,-2.327931,1.434761,0.727072,0.678755,-0.866665,-0.041488,0.13939,0.676567,0.060903,1.001828,0.363631,-13.606559,64.555604,36.038093,-7.764387,3.94602,1.686349,0.719687,1.272417,0.75351,0.485162,1.610192,0.999499,1.58092,1.776316,0.797742,1.396961,1.46778,1.487093,2.077388,0.660961,0.003137
4640,-1.887335,-1.345478,1.299324,0.532692,-0.592532,-1.413016,1.879153,0.500607,2.085736,-0.489806,0.374094,1.06307,74.710297,5.969544,-19.867301,-9.724913,53.383773,2.441144,1.058783,1.220497,1.140113,2.380856,0.300155,1.696798,0.839374,1.36485,1.79122,1.532056,1.759827,0.407761,1.243751,0.478647,0.000537
7655,1.754449,1.607295,-2.31512,-0.02848,1.997348,-1.630342,1.382581,0.243062,-0.505113,2.286305,1.101507,-1.948288,48.321259,35.392344,-60.882171,53.345283,24.170504,1.879852,1.666931,0.604847,1.659413,0.251312,2.053028,0.739247,1.531703,0.326644,1.413263,0.965587,0.875661,1.485937,0.642744,1.855462,0.006594
5867,1.960286,2.222363,0.864897,-1.403025,0.148478,-2.100918,-0.193814,-1.173878,1.39834,1.209656,1.449477,-1.695779,-13.791587,-45.204089,4.876803,64.434148,-55.275451,0.407341,0.92836,0.68849,1.200065,1.997367,1.252581,0.370207,2.315463,1.478703,0.565248,2.118522,1.255297,1.034178,1.673181,2.148643,-0.066994
4900,-1.492167,0.48563,0.130936,-0.041465,0.527341,-0.99165,1.061739,-1.162394,1.205124,0.664308,1.379263,1.028294,70.069562,9.13188,29.509575,67.435106,-18.167539,2.247578,1.301774,1.421943,0.595334,1.529667,2.112084,1.053109,0.350633,1.832644,2.489032,0.415736,0.277384,1.497684,2.326361,2.391947,-0.054505
1112,1.114318,1.316055,-1.011885,0.260766,0.166243,-0.395273,1.11002,-0.24336,0.201848,-0.462781,2.190581,-0.800642,69.695876,28.582075,-71.061834,-36.250567,36.728273,2.006226,1.648876,0.910048,1.173365,0.994015,1.667803,1.768894,2.047114,0.347659,1.348347,1.161312,0.923529,0.495035,1.055331,1.70108,0.034859
2908,-0.338811,-1.824817,-1.479195,1.736639,-0.844155,1.295352,-0.25603,-0.684304,1.837163,1.618515,-2.236518,1.57358,39.201347,57.039437,11.817138,10.636141,-38.384393,1.727508,1.725958,0.420311,0.671803,1.988085,0.485758,0.389375,0.479262,1.454903,1.053696,1.21818,0.445352,0.785197,2.056604,2.33926,-0.004476
776,0.396009,1.831035,2.300432,-1.784814,1.694518,-1.908784,1.010547,0.809475,0.184897,2.096801,1.684412,-2.119592,53.139288,12.0211,-11.376557,44.203697,-18.4725,1.865504,1.27935,0.29104,1.503826,2.053843,0.935063,0.853482,2.216161,2.016161,2.121643,1.95071,2.326677,0.96523,1.615403,0.824417,0.010183
7746,2.079432,1.941858,-1.202988,2.241789,2.19867,-1.499494,-0.145572,-0.897826,-0.687836,-0.969178,1.759397,-0.056477,-64.33344,-52.129756,5.184311,-17.282428,-65.771814,2.471746,2.389142,2.314446,2.385203,1.348889,1.273665,1.494677,1.289043,1.189694,0.937532,1.850521,1.46164,1.789248,2.134991,1.292246,-0.022358
2231,-0.318397,1.983572,-2.254615,-0.99651,-0.505925,-1.928211,-0.334881,-1.76099,1.556756,1.207357,0.508142,1.487545,61.731668,-25.864197,0.445523,-12.088145,-65.446871,1.141639,1.022719,0.330035,2.149329,1.529901,1.541008,1.469672,1.784033,2.24402,2.252653,1.085824,1.192215,0.553064,2.094351,2.257331,0.003134
2228,-0.747482,0.302105,2.229958,1.273701,-1.293453,-0.813301,1.48324,0.267972,-1.242142,-0.793234,-0.531606,-0.017281,54.791975,38.724809,-2.143243,-21.481039,18.181816,1.851822,0.814873,1.31607,0.946226,1.718998,0.445682,1.833439,2.364992,1.419652,0.332988,2.278341,0.81819,0.824009,1.870633,1.974876,0.009453
2153,-0.793884,-2.039764,0.310798,2.258053,2.222872,-0.006501,-0.873879,1.235711,1.10325,-0.924548,-2.137402,-0.76772,-17.554733,7.61006,-47.718275,48.954819,33.634955,0.665388,2.18244,2.275978,1.620402,1.589873,1.488698,2.042257,1.963354,1.094429,1.811732,2.032041,1.2569,0.968177,1.657653,2.167672,0.028833
5576,-1.312494,-0.387531,-0.709858,1.189473,1.524719,-0.014793,1.129494,1.89936,0.811507,1.350253,-1.16795,2.082165,23.83064,21.566695,71.440851,-43.617441,-28.326219,1.693642,1.794787,0.736597,1.989112,1.999171,2.323999,0.954565,2.37455,2.308747,1.110341,1.506843,1.00653,0.497895,1.863819,2.202769,-0.009475
3973,0.352312,-2.168619,2.348896,2.21691,-1.259583,-1.759496,-1.612162,0.627704,-1.223646,-0.947807,-1.91169,-0.711323,3.891182,-0.896984,74.382451,45.845573,-23.458344,0.409074,0.814054,1.054678,1.96932,2.362487,2.063329,0.620702,0.380921,2.392072,2.05304,0.943815,1.699294,2.277457,1.725074,1.318831,-0.007637
6223,2.155584,0.059387,-0.911964,2.022748,1.148627,-1.690835,-2.159967,1.684995,-1.751386,-1.964371,-0.182166,1.383962,-3.113796,16.439355,-3.758204,-14.136138,13.932248,1.514309,0.493773,2.350932,1.367276,2.064305,1.269056,0.529399,0.366606,0.300293,1.770156,0.758891,0.938712,1.43067,1.029264,2.336018,0.004911
7414,0.033654,0.128871,-1.762026,-1.720757,-0.835793,0.459739,-1.480518,-1.658702,0.689221,0.691655,-0.823026,-1.73555,9.274243,22.195012,-18.435977,46.539249,-64.846331,1.790608,2.492994,1.75204,2.281252,0.259416,1.005708,2.430117,2.472918,1.837715,2.218775,0.945296,1.839783,0.989103,2.349747,1.688779,-0.027451
1366,2.126893,-1.485952,1.269618,0.7747,0.048435,-1.201199,-0.684385,0.48581,-1.567509,1.841534,-0.308943,0.64558,74.5075,47.549731,-31.677475,-53.325332,11.140504,1.95181,0.565911,2.018997,0.285505,0.738277,0.963611,1.413952,1.299111,1.654762,0.843724,2.462274,0.697551,0.496969,2.061152,2.284411,0.057038
1469,0.598467,2.19926,-1.018617,0.216474,0.306009,1.883633,0.39016,-2.231714,2.197204,2.125714,2.250778,-2.233586,-31.460036,1.171966,47.239255,0.155389,61.616964,1.319663,0.577864,0.412688,0.802933,0.889361,2.248206,0.597668,0.25667,2.104997,1.191394,0.257879,2.17016,0.63594,2.238775,1.838386,7.6e-05
1851,1.994085,0.085247,0.188284,-2.228266,-1.112015,-0.30863,1.201295,2.28981,-1.240179,-0.790216,-1.651895,1.995246,23.457685,53.314073,-50.380939,-2.440615,-69.410622,0.860117,1.236212,2.0075,0.559938,0.630685,1.672909,2.084939,1.565651,1.638263,0.291086,2.27633,0.774106,2.397292,2.029416,2.139521,0.014498
1963,-0.139258,1.550929,2.237756,0.386652,0.069993,-1.726863,0.224338,0.534534,2.092618,2.067403,-2.316334,-1.57288,35.432471,13.534068,67.086492,-27.323709,70.419925,2.090117,0.855227,2.30114,1.511933,1.058118,1.288801,1.622784,1.128226,0.589685,1.089787,0.306464,1.995489,1.183787,0.661636,2.124519,0.030051
3064,-0.928113,-0.7863,-1.800686,-1.167238,-0.097146,-2.241293,1.422142,0.706367,1.403519,-1.276197,1.74589,-0.872463,46.595013,-27.615525,-34.126203,40.901497,-18.548298,0.756404,1.886802,1.479307,1.717555,0.950768,1.562209,2.295433,2.337798,1.112954,0.422454,0.677373,1.100291,1.33946,0.304533,1.029078,-0.041408
4914,-1.525784,0.974311,-0.300685,-1.933614,-1.619177,0.532559,1.892398,1.620572,-0.661009,2.228321,2.038279,-1.710397,-34.088367,-73.177435,-43.148739,49.148058,-18.588112,1.96891,2.213908,2.402472,1.353735,1.731524,1.729162,0.266634,0.813958,1.6883,2.002819,0.634195,2.166245,2.336351,1.544909,1.779246,0.008266
7764,-0.13764,0.467921,-0.631074,1.132698,-0.79066,0.309812,-0.175551,-0.538124,-1.181247,0.080268,1.312969,-1.051316,63.377475,35.222516,-65.180954,-46.296337,-52.528927,2.069859,2.368444,0.929753,1.610538,2.305366,0.53445,1.994902,0.309707,2.497759,0.836811,1.032918,0.755761,2.330889,1.998876,1.85447,0.033764
6612,-1.844034,0.700637,-0.647783,-1.664867,0.749253,1.189617,-0.781929,0.974434,1.766452,0.712334,-1.983427,-0.027065,70.870358,-31.900428,-50.486452,24.207028,47.518051,1.913126,0.656542,2.005874,2.475309,1.509723,2.156339,2.342716,0.530521,1.22266,1.497306,0.472808,0.989772,2.345083,2.055633,1.767259,-0.025602
485,-0.442974,0.506268,-1.727473,-0.614616,-0.300565,0.077907,-0.664904,-1.965583,-1.703884,0.008443,0.531138,1.570533,58.958847,21.34698,-21.30274,14.843821,30.103605,1.394341,2.440509,1.633743,0.814959,0.509226,1.053977,1.445792,0.924734,0.497333,1.422594,0.282225,1.860752,2.408039,0.416777,2.014841,-0.011207
2239,1.86233,0.497034,-1.414665,-2.279284,-0.916816,0.593498,-1.213187,0.476746,1.606556,-0.609434,1.98,-1.025921,-0.688036,-13.813354,38.952671,-72.45306,-18.571593,1.633604,0.739224,1.135105,1.464999,1.991364,1.599477,0.912289,0.588649,1.68034,0.975367,0.991578,1.196666,1.119511,0.368159,1.653238,0.040636
7169,0.668326,-1.778241,-0.92506,-1.308233,0.537349,2.281533,1.0197,-0.855497,-0.836152,-0.858599,-1.139244,-0.841951,20.300299,-62.868107,-24.276107,-8.534103,-32.671396,2.002707,0.991245,2.351618,1.649381,0.390138,2.049876,1.767563,2.177946,0.988112,1.456358,0.756576,0.277286,2.087336,1.347682,1.234054,0.007184
6726,0.22258,-0.738853,-0.751665,0.684026,-1.805476,-1.556521,-1.975703,-2.152464,0.553653,-1.726792,1.417472,2.320455,4.776841,34.370155,9.203441,32.229219,26.489344,1.471036,2.196854,1.527367,1.701644,1.277986,2.115029,1.046422,0.470982,1.802766,2.08468,1.721834,0.85759,1.519444,1.289497,2.070504,0.009989
6121,1.070281,1.021801,1.460764,-0.480766,1.51687,0.013779,0.684518,1.752234,2.074552,0.032898,1.562229,-1.049583,-59.461908,73.717131,-36.180467,14.89464,-15.789848,0.925469,1.607428,1.788724,2.328107,2.489622,1.329261,2.141714,1.786215,0.672091,2.32815,0.965849,0.766583,1.959672,2.213919,0.342776,-0.003749
6286,-2.169595,0.073806,1.102485,0.353873,0.505952,-2.31911,-1.11885,-2.0885,1.167776,-0.289083,-0.153112,-0.391394,10.880289,15.015837,71.167149,6.267717,41.514637,0.422644,1.624487,0.510205,1.769406,1.655999,1.37578,0.990879,0.697351,1.62679,0.956129,1.653976,1.117232,0.317037,1.942391,2.016532,-0.014029
30,0.199545,-1.467072,-1.859633,-2.284086,-1.518348,-1.284922,1.191173,1.815967,-1.182159,-1.114397,2.081161,-1.992382,8.831151,-74.847348,-59.370978,-48.0207,66.094259,0.568067,2.248839,2.244569,2.468091,1.706949,0.441724,0.547639,0.924471,0.579064,0.322942,2.187153,0.485214,2.489708,0.518824,0.373621,0.007352
4110,1.700549,0.488675,-0.52587,2.137803,-1.908075,-1.210919,0.89345,-2.165988,-0.558524,-0.032469,0.932499,-0.89,-35.091783,12.409862,72.550387,4.358684,56.398173,1.886432,2.012069,0.841921,1.416337,0.867347,1.24991,0.481275,1.546251,1.837116,1.159938,0.318854,0.977235,0.886373,1.524246,1.004031,0.009052
1879,0.959174,-0.242446,1.425795,0.847208,-1.813413,1.705627,1.016108,0.025484,-0.512824,-0.065533,1.289614,2.261296,5.701453,-25.677133,-5.575158,48.321133,33.285094,2.463526,1.474184,1.114337,1.166172,1.595517,1.853403,0.394538,1.742953,0.312094,2.120232,0.73883,1.265353,1.285152,1.047409,1.299005,0.010846
5948,-1.543954,1.898472,0.027733,-0.414475,-1.171747,-0.474411,-0.071327,-1.852883,-1.937518,-1.263632,0.87157,-2.346699,55.136983,-12.719772,-31.215529,60.612197,59.193874,2.4465,1.075252,1.267236,1.440548,0.537374,1.640642,2.021117,2.15772,0.800775,0.629619,1.749023,1.07772,2.240503,1.639996,2.409294,-0.025105
3090,-1.404289,-2.248645,0.383295,0.209293,2.144352,-0.227593,1.310065,1.987111,0.679849,-1.315161,1.898667,-1.393958,55.67891,-54.56693,-6.397856,21.243293,36.030922,1.700637,2.356476,2.290218,2.445225,2.140999,1.017248,0.643533,1.601447,0.270279,1.320938,1.75879,0.976232,2.028785,0.53432,2.059302,0.014373
7087,0.072997,1.641223,-2.289503,1.686136,-1.411701,0.419081,-1.520701,1.570527,1.749091,1.089126,2.025835,1.199491,7.609149,-63.037219,-16.534804,49.557557,-36.143162,2.003158,1.829528,1.878708,0.452069,1.176398,2.475159,1.246484,1.399891,1.211429,1.736233,2.10993,0.838076,2.043949,1.147,1.126407,-0.023639
3555,-0.204173,-0.917363,0.820254,2.267915,-1.672786,-0.399044,-1.002806,2.059395,-0.239869,2.322056,-1.211611,-1.315592,-20.121332,70.774257,2.931834,-74.668276,-49.721504,1.08516,1.284661,1.796927,0.695238,2.117856,1.30446,1.558303,1.898834,1.194614,0.376653,0.405796,1.968631,2.034228,2.026275,1.096395,-0.002506
5294,-1.409922,2.052536,2.282202,-1.877423,0.301589,-1.723852,-1.018322,0.462389,0.644245,-1.249534,2.192111,1.350479,-66.265458,26.450845,-40.645438,-27.882687,-24.316559,2.298879,1.760663,0.954548,2.094755,2.299936,1.531171,0.399964,0.694601,0.402244,0.757028,1.119425,1.179671,1.224893,0.770166,1.434464,0.027955
5609,1.935441,-0.663056,0.816601,2.134302,0.514048,1.796365,-0.765818,-1.560529,1.340942,-2.152132,1.409947,-1.62232,-14.399942,-69.827246,13.468456,14.345585,56.250467,0.648984,0.970471,1.9549,0.761764,1.971595,2.350937,1.452453,0.372938,0.960679,1.633448,0.355643,0.537857,0.768475,2.263321,0.391321,-0.017929
1036,0.68667,0.216353,-1.722108,0.024559,-1.929621,-0.485324,0.297392,-1.571699,2.107096,0.359899,-1.877354,1.464481,22.827768,-33.70207,-30.685246,-26.928628,-39.4583,0.990192,0.407428,2.394706,1.325592,1.22433,0.321422,1.38899,0.258617,1.082995,0.902339,2.120021,1.695833,0.35866,1.755794,2.382687,-0.0043
636,-2.303814,1.49648,1.325387,0.308393,-0.462527,1.742251,-0.779664,1.343857,-0.269314,2.242825,0.766118,1.895549,-62.622708,50.141446,27.285685,40.511632,29.004438,1.038752,2.047225,2.213297,1.128977,1.974609,1.254001,1.749939,0.717729,2.126126,0.802621,2.402875,1.366071,2.049681,0.729777,2.119872,-0.039082
5213,1.325254,-1.923823,-1.992298,1.685109,0.166421,-2.129382,2.064485,0.473812,-0.586283,-0.059919,1.3901,-0.607727,-74.102227,13.875615,-42.544014,12.764276,29.184769,1.501236,1.280356,1.45202,2.094543,0.988079,0.901294,0.300681,1.547723,1.838017,0.546478,1.655901,1.978093,1.307456,2.419968,0.649853,-0.012692
4625,-0.548254,-1.790185,0.972767,2.014698,-2.197624,0.235266,0.423206,1.821912,-0.235778,0.392096,2.03629,-2.150638,-55.500232,57.597643,-56.411542,41.218866,65.476496,2.326971,1.410053,1.011672,1.417763,2.351555,0.582995,1.143046,2.168898,1.914513,1.461629,1.5947,1.618653,1.455147,0.65586,1.789453,0.017787
1083,1.236684,-1.399512,-2.070063,0.02166,1.189206,1.748961,-1.089465,1.702172,-0.506335,0.606884,2.291497,-1.170216,53.678896,-68.796681,-65.821164,-6.306545,55.897649,1.701912,1.279988,2.004592,1.173935,1.579619,2.414579,2.322228,0.431642,2.102998,1.337455,0.357493,2.388049,1.934865,1.5245,0.776054,0.005694
2615,-1.318784,2.283527,1.538497,0.644148,1.83814,-0.796397,-1.859877,-1.677758,0.854023,-0.377014,1.685326,-0.892916,54.90699,21.789101,59.416943,70.567871,-15.796416,1.519505,2.322795,0.958712,2.328656,0.468584,1.997684,2.077219,2.328219,2.123997,1.011357,0.624152,2.125104,1.62176,1.92884,1.515706,0.014787
861,-0.083138,2.275906,0.689593,2.229029,-0.208044,-0.007571,-0.019397,-0.855373,1.238841,1.870046,-1.767701,1.861652,-47.153008,-50.606928,-50.646488,34.470964,53.486381,1.309057,2.327483,1.01045,1.137062,0.606324,1.731526,1.750187,0.392902,1.247656,0.851879,2.282003,1.618049,0.301607,1.356413,1.724703,-0.032599
4165,2.312197,-1.975787,1.156755,-1.739809,-0.596234,2.346193,-0.800629,-2.306043,1.742009,-0.120928,-1.395786,-0.70367,48.396353,-52.503479,24.024049,-27.801313,-6.672618,2.174529,2.060122,0.729299,0.831106,1.905201,2.461219,0.959708,1.057397,0.41902,1.473092,0.760466,0.407103,1.436166,1.137563,2.264339,0.030042
903,-0.391198,-1.07984,-1.457116,0.541575,-2.080728,-0.158857,2.022038,-1.34864,-0.005306,0.36002,0.156553,1.68097,41.17403,61.919227,-23.543925,-2.747485,23.015949,1.060855,2.293354,1.143313,2.163873,0.716026,0.494464,0.450181,0.938679,0.872085,2.131364,1.084061,0.810025,0.844018,0.667963,0.451155,-0.001958
6268,-1.316961,-0.075788,-1.419359,-1.055286,1.245344,-1.939605,1.371189,1.989111,1.298593,-2.325307,-1.598276,-1.605746,2.622463,-24.262264,74.122724,30.618072,-52.058399,1.442246,2.074069,1.130677,1.281432,1.526342,2.488241,0.619829,1.457735,1.401118,1.598579,1.559805,2.388287,1.446042,0.620333,0.93249,-0.002768
109,0.475351,1.727777,1.012334,-2.143695,1.83828,1.542958,0.222537,-1.462935,1.692206,1.629846,-0.288275,-0.70439,-36.744366,-12.557567,-5.024628,1.084148,71.275624,1.816289,2.117979,1.119612,2.065998,0.480806,0.413575,2.200356,1.885252,2.428556,0.995933,2.398179,1.19554,2.444957,2.136655,2.265003,-0.007355
7875,-0.722196,1.160722,-1.037094,0.69191,-1.241446,1.476404,-1.516066,-0.633692,-0.466475,1.368513,-0.57365,0.216629,-57.176247,-61.19073,-32.601474,17.032806,70.378092,0.543907,1.19322,1.689461,1.274876,1.58525,0.303902,1.68217,2.478073,0.728827,1.898244,0.282374,2.117405,0.475439,2.456185,1.855044,-0.019735
6201,1.449041,0.41323,-0.898537,1.487787,1.296112,-1.626653,2.117647,-1.386537,-0.76093,0.477034,1.743709,0.176774,71.279277,-59.184045,-56.250765,43.385944,37.553963,0.916743,1.193168,0.819719,1.763364,1.354696,2.129404,1.892268,1.098437,1.672388,2.331974,2.242618,1.179552,1.485443,1.344611,1.383872,0.00907
3409,-2.202223,-1.662156,-0.821198,0.713783,-1.188565,-0.39006,-0.80986,-1.931349,-1.240202,-1.181412,2.017553,-1.330063,38.165288,44.000988,24.605654,-2.777243,-27.118395,2.441919,0.58923,2.442795,1.798657,0.519476,2.333562,1.932922,0.373261,1.90485,1.068098,0.274263,0.783976,1.781397,0.683556,1.520207,0.007385
3133,1.339137,0.506286,-1.421546,-0.115326,-1.496817,-2.264884,0.768767,-0.709964,-0.596041,0.869992,-0.582464,-1.83383,-68.581236,-44.832074,-42.67084,-18.807655,-50.256991,1.086324,0.604826,1.310766,1.78881,1.536036,1.157833,0.950002,2.187552,0.431461,1.319896,2.249198,1.520482,0.738072,2.024773,0.610798,0.000335
6872,-1.627666,-0.759745,1.534643,1.839692,1.727885,-1.893186,-0.733199,0.028463,-2.286974,1.789384,-0.292111,0.796086,42.910945,4.251129,48.732274,43.322692,24.477486,0.521663,0.84415,0.627089,1.978001,2.006884,1.456074,0.490012,2.134333,1.477511,0.779985,2.208547,2.304243,1.914608,0.81119,2.419378,-0.005794
6866,-1.376179,-1.031276,-0.484279,-0.97329,-1.384133,1.942943,-1.806716,1.153998,-0.95009,2.125349,0.825153,-0.211995,-13.844377,-32.451397,-10.62895,9.236057,-19.591138,1.10119,0.707845,0.256796,1.96449,2.176428,2.471805,1.121444,1.352426,2.231501,1.079584,2.071976,1.945332,1.941152,1.438321,1.368197,0.010325
6021,1.881023,-1.067539,-2.056667,-1.032953,-0.394805,-0.444043,1.395749,0.089713,-0.151746,-0.997968,-1.455687,0.985553,4.636398,73.939143,-54.816091,5.956528,61.363765,0.48686,0.909003,1.61003,0.518274,2.385343,1.458891,0.585991,2.001558,1.943073,2.236299,0.735373,1.669318,2.472688,2.473946,1.104297,-0.008591
1831,1.349765,0.059016,2.287282,-1.323879,1.459683,0.189791,-0.475016,-0.81074,2.120965,-2.167343,0.229689,0.933799,66.75885,15.986139,29.033429,14.83949,-42.686325,1.689055,1.197615,1.312488,1.490435,1.9821,1.156614,0.708006,0.712452,1.176113,2.181265,0.523574,1.466281,1.037472,0.787533,0.820569,0.003062
5426,-0.659709,0.524098,1.052954,1.981459,-0.075494,-1.202727,1.917157,-1.655153,-0.9303,0.160003,-1.599962,-1.66162,-39.094536,-61.862075,-65.892905,-12.054994,41.719401,0.294468,0.616696,0.565186,1.086158,2.30297,0.769535,2.072254,2.121507,1.921305,0.873378,1.370858,1.505093,0.848014,0.323065,2.009736,0.001787
7078,-2.063177,-2.057619,1.81992,-0.718506,1.927026,-0.722801,0.425292,-0.804501,-1.397542,-1.943089,-0.63443,1.267241,-47.199113,74.513251,-5.782087,20.466554,31.372292,1.736649,2.368954,0.510199,1.663222,1.267058,0.700572,1.755214,1.627857,0.898029,1.678298,0.406929,0.763246,2.121171,0.777955,1.834904,0.005656
782,-0.044392,-1.533465,-0.888485,0.787821,-0.897484,0.344085,0.93989,0.796881,0.574971,-1.570926,0.954808,1.765597,15.15453,2.192926,-43.490363,7.470778,11.359504,0.912697,0.696233,0.846262,2.381655,2.481584,1.224787,1.247699,1.578317,0.770845,1.587351,1.862864,1.911814,1.102159,1.227705,0.784984,-0.012969
8093,-1.772407,-1.840722,-0.178014,0.485377,0.578271,2.050967,-0.518244,-1.631857,-0.514099,2.060203,-0.809882,-2.310706,-39.130187,-61.057123,-37.067823,-48.907834,6.036703,2.257939,2.18851,0.786973,0.403187,0.861589,1.226423,1.746307,0.429016,0.730125,1.217138,0.937152,2.210289,2.324737,2.104774,1.937613,0.051855
5019,2.284067,1.199033,1.972131,-1.33669,-1.782237,-2.110583,2.298925,1.159609,-0.885562,-1.918678,-0.339814,0.164084,31.978295,9.210745,4.995604,-38.881395,70.387661,0.706332,1.828534,0.929692,0.582153,0.490004,1.995113,1.617567,1.194711,2.010676,2.17424,1.709122,0.958034,2.184362,0.825894,2.04318,-0.014399
3821,1.172646,1.448675,-1.025893,0.449981,-0.557909,0.871506,1.30164,1.747609,-0.254229,1.305051,-2.184123,0.95728,28.799972,-8.875128,-64.274965,30.658737,31.392601,2.356703,1.613415,1.167808,2.102102,2.023993,1.004543,0.851887,2.409388,0.592858,0.411634,1.075285,1.810643,1.720908,1.042808,0.480589,-0.028525
5516,1.554846,2.091657,0.062244,-0.01394,1.338147,-1.992044,1.242274,-1.701654,-0.217428,-2.218265,2.038354,-0.448849,23.148817,-37.829784,44.813147,24.566496,-60.898982,2.43723,0.518545,2.431403,1.590432,1.893665,2.081113,0.268049,2.104586,1.032848,1.833649,1.389817,0.6456,0.346788,2.457456,0.711041,-0.001257
4411,2.233993,-1.587428,1.643077,0.598639,0.378702,-1.593678,0.279211,-0.839836,-1.513597,-1.542862,1.389085,1.172022,12.340819,-37.859904,-11.412852,34.200041,0.090267,1.631758,1.21264,1.831613,0.921875,1.961121,1.810334,1.027581,1.05869,1.907052,2.079442,1.439161,1.983238,2.283658,2.433819,1.688287,-0.033416
6249,-0.706611,-0.787823,0.871077,-1.197293,-1.003086,2.061209,1.963395,-2.080126,0.534566,-2.081974,-2.24902,-1.200401,-44.63276,7.210862,-7.037676,67.775538,3.471497,1.306726,1.396687,1.366639,0.342599,1.819456,1.351778,0.338316,1.821277,0.453943,1.163326,1.015581,1.866856,1.501568,2.353093,1.6908,-0.036734
1825,-0.822551,1.53139,-0.996933,1.799402,-1.565759,-1.728765,1.241667,2.241264,-1.913986,-1.592026,-0.237565,-1.354067,-53.155125,21.815039,45.354711,-23.364099,19.595968,0.616442,0.789887,2.135935,1.417023,1.149944,1.112624,1.615231,2.429372,1.212792,2.142186,0.718867,0.993397,0.27062,0.316564,0.733079,0.003033
2617,-0.915271,-1.719083,-0.963918,0.629801,1.043969,1.771584,2.144123,0.632439,-1.744141,1.995007,1.429685,0.244561,36.009156,-44.122365,35.408545,61.416781,-68.160746,0.960145,1.650576,2.478546,1.917202,1.656557,1.761237,1.606029,0.777978,2.222169,1.738522,2.340333,0.96792,1.83472,1.395586,0.866927,-0.030258
5652,0.820573,-1.790693,1.852905,2.307655,1.797272,0.330153,-2.30573,2.282751,-2.077256,1.639307,-1.497516,0.113583,15.252217,-5.989374,-13.409242,-69.137818,50.696938,2.326539,0.888949,2.066522,0.281968,2.029191,0.615543,1.423069,1.524115,1.041577,2.277194,1.79034,2.496557,0.885845,1.639124,1.251023,-0.010416
1094,-1.390212,-1.269695,-2.059741,-0.854971,-1.420026,1.878756,-1.470007,0.648927,2.043535,1.801216,0.651889,-0.006079,48.017373,27.979681,4.492143,49.45243,-3.01646,1.410457,1.050527,1.951715,1.220805,1.822205,0.292479,0.952251,1.740612,1.459008,0.303552,0.298804,1.504481,1.81744,1.21801,2.087199,-0.011849
5756,-1.248731,1.562867,0.25348,0.246584,2.150532,-0.038309,1.73313,1.436973,0.207739,-0.403312,-2.055478,0.1121,-28.097443,-33.728101,-18.193766,67.36926,-74.838849,0.377033,2.294567,1.290853,2.359408,2.07074,1.434653,0.458016,2.124459,2.041212,2.400336,1.445968,1.631287,2.297369,1.12285,2.489924,0.040773
7082,2.077824,-1.520748,0.788762,0.776005,-1.578155,1.993572,0.883141,-1.070395,1.767249,-0.026557,1.340529,0.347446,27.846729,19.976064,37.714328,-35.28275,-47.181823,2.351413,0.451121,0.998371,0.622944,2.062688,1.096978,1.915412,0.833677,2.356648,0.677356,0.820848,0.49985,0.977602,0.311455,0.371584,0.008245
5194,2.021227,-0.848996,0.037118,1.815212,0.26691,-0.236559,1.405454,-1.739022,-1.51289,0.900558,-0.509306,-2.213963,-33.386276,26.85981,-67.176551,13.711329,46.314086,2.13757,1.897827,2.28506,1.258698,1.93063,2.341387,0.683858,2.100024,0.848421,0.416527,2.31572,1.304523,0.374777,0.375726,0.576152,-0.006644
