,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
4927,-1.27167,-1.324376,-1.228348,-0.813843,-1.019692,0.047963,-0.208425,-0.200229,-1.441487
4610,1.650825,-1.129601,0.077104,-0.965676,-0.6489,0.298607,0.29948,0.557881,-3.597046
1294,0.916265,-0.423593,-1.740481,-1.521713,-0.356735,-1.48368,0.55664,0.247855,-1.177727
8128,1.162573,-0.083294,-1.285872,1.257517,0.967122,-1.44125,-0.445787,0.457487,-2.256503
4022,-0.271785,1.249614,0.081092,-1.788682,-1.101174,-0.941884,-0.1221,-0.141663,8.307342
4640,0.009518,1.625191,1.578708,0.7177,-1.337168,-1.33375,-0.142905,0.59734,3.736675
7655,-0.583885,-0.280067,1.536466,-0.513098,-1.847131,0.491049,0.230735,-0.435048,6.459064
5867,-0.621126,-0.378966,1.863479,-0.936226,0.466523,-0.559837,0.167027,0.427872,3.981188
4900,0.886076,1.135223,0.170847,-1.240351,1.027284,-0.626719,-0.044385,0.416167,8.520889
1112,-0.442138,-0.523854,-1.667238,0.487204,0.185142,1.505752,-0.074826,0.007244,-0.350745
2908,0.587262,0.491718,0.658505,-0.971175,1.179632,0.116222,0.168675,0.517103,8.769545
776,-0.934948,-0.682273,1.110404,1.504069,1.634299,0.087631,-0.388894,0.264625,-7.566293
7746,-0.304763,1.158704,-1.025826,-1.255451,-0.171247,-1.711856,0.252187,0.113371,5.550303
2231,-1.641474,-0.043244,0.789725,-0.945468,-0.301044,-0.432806,0.558419,0.152725,4.60337
2228,-1.241215,1.581019,1.855588,-1.610647,1.585649,0.49862,-0.063775,-0.265754,0.840709
2153,0.024148,-1.28861,0.465316,1.7726,-1.517045,-1.072565,0.356003,0.15054,-0.370542
5576,0.095843,1.080004,-0.496977,1.433381,1.105844,0.263997,-0.060511,0.585697,6.911574
3973,1.644844,0.134339,-0.341741,1.710526,-0.533985,1.466333,0.240308,-0.339832,3.0328
6223,1.837404,-1.860326,1.146643,-0.165524,0.22819,1.195587,0.192088,0.429795,-10.045681
7414,-0.675393,-0.132046,1.177471,1.490012,-0.897487,-0.654485,0.215443,0.553453,4.565677
1366,1.642248,1.742937,1.330143,0.145868,1.155753,-1.604113,-0.537839,0.137067,-5.46823
1469,1.733493,0.944696,-1.355365,-1.815484,0.828471,1.83125,0.083857,0.587367,-6.011411
1851,0.059236,0.319387,-0.413355,0.693346,0.265629,0.848665,-0.581812,0.279378,4.262574
1963,-0.952562,1.097196,-1.833894,0.531147,-0.158443,-1.38626,-0.264146,0.490477,-3.21672
3064,-0.246418,1.580035,0.393265,0.958127,-1.814491,-1.347556,0.397635,0.259113,4.576008
4914,-0.0556,0.469843,-1.306558,0.418418,1.473165,-1.298231,0.281798,-0.224737,-2.172348
7764,1.749605,0.307567,0.730807,0.302829,0.266389,-1.449536,-0.378024,0.550068,6.469848
6612,-0.988805,-1.08423,1.090057,-1.176341,-1.339798,-0.310998,-0.587913,-0.25984,-6.638736
485,1.414862,-1.008144,1.875732,1.436629,-0.857415,1.793521,-0.161834,0.450236,5.501883
2239,-1.038842,-1.352115,0.032976,0.054752,0.354597,-0.511826,0.213111,-0.242409,-3.334297
7169,0.782984,-1.148576,1.591621,-0.923081,-1.035207,-0.57681,0.560028,-0.403541,9.728571
6726,1.446737,-0.623962,0.965953,1.533475,-1.760463,-1.838092,0.513613,-0.503556,6.06877
6121,1.43387,1.784649,1.189512,0.297398,-0.534279,0.305682,-0.253269,-0.293028,-1.64691
6286,1.092399,0.476021,0.740699,0.685758,0.919003,0.357602,0.313282,-0.269192,10.155657
30,-0.300431,-1.425212,0.472213,0.824695,-1.3093,-0.432969,-0.312449,-0.130498,-8.924428
4110,-0.284147,0.810828,-0.646758,-1.406432,-0.552491,-0.420439,-0.479653,0.077876,5.260488
1879,-0.446081,1.069343,1.282308,-0.830829,0.013086,1.275481,0.409016,-0.46964,7.937749
5948,1.509397,0.711773,0.847024,0.749164,-0.29859,-0.656418,-0.528747,0.543487,9.70734
3090,0.309885,-1.78544,0.610974,-0.601901,-1.47039,-1.08313,0.231939,-0.597409,-9.436258
7087,0.861344,0.142494,1.007301,-0.956788,1.704439,-1.056084,-0.276735,0.117081,6.8236
3555,1.50268,0.901697,-0.220159,1.836586,-0.530587,-1.741794,-0.310293,0.10974,8.468398
5294,0.068964,1.708167,1.283265,0.171456,1.451,-0.595407,-0.530756,0.38083,1.687207
5609,-0.075512,1.323356,-0.825986,-1.539828,0.557105,-1.196317,-0.499707,0.225808,-1.693997
1036,1.070714,1.702868,-1.064577,-0.338026,0.059564,-1.707125,0.365427,0.126758,1.739944
636,1.597338,0.92143,-0.327877,0.98983,-0.544396,-0.086536,0.244348,0.36233,-0.483426
5213,0.883916,-1.242695,-0.657828,1.036513,-0.087813,-1.841759,0.095278,0.543827,-7.632193
4625,0.924309,-0.941433,-0.343857,0.071466,-1.478432,-0.522539,0.505286,-0.058,-8.851479
1083,-0.22166,-0.762071,-1.739194,1.262976,-1.530901,-0.218183,0.356579,0.222092,-1.698118
2615,0.92144,-0.149402,-0.246397,-1.839006,1.325853,-0.329329,-0.256728,0.372644,-1.299607
861,-0.465678,-0.322846,-1.177878,-0.791861,-1.019384,1.46678,0.231928,0.40885,-3.741426
4165,0.813499,-0.989397,0.283977,0.098188,-0.974641,-0.533042,-0.485807,-0.15706,-2.19668
903,-0.99763,1.394365,1.323895,0.685058,0.465353,-1.37069,0.236563,0.313591,8.111025
6268,-1.231877,0.204386,0.718699,0.376447,1.026037,1.030531,0.372804,0.520255,5.405547
109,-0.770705,0.171077,-1.153701,-1.595487,0.020439,0.459009,0.422889,-0.0988,-2.95036
7875,0.599918,-1.685601,0.988809,1.136837,0.915069,-1.672621,0.154293,0.007775,-8.644492
6201,0.455779,-0.183176,1.371036,1.301694,0.776455,-1.550463,-0.321647,0.085048,9.649535
3409,-0.366215,1.290361,-1.205039,-1.131389,0.179614,-0.934375,0.449395,0.173599,1.500295
3133,-0.114461,-1.087026,-0.653936,-1.417042,-1.687362,1.545219,-0.135371,0.025953,0.183976
6872,-0.857031,0.714671,0.533531,-1.567318,-1.544587,-0.269513,0.551941,0.464352,-2.168798
6866,1.270874,-0.731026,-0.21133,-0.564677,-1.667158,1.831321,0.461505,-0.293435,-4.831232
6021,-0.272558,-0.43993,-1.100072,-1.259645,0.968231,-1.649725,0.243672,-0.211438,-5.163339
1831,1.11842,0.514951,-0.939133,0.610866,1.35651,-1.56682,-0.224731,0.54136,-2.844755
5426,0.488197,1.804636,1.582692,-0.191843,-1.036714,0.477841,0.370511,0.370227,-3.315697
7078,1.530915,0.43702,1.20119,0.526273,0.854151,-0.108107,0.045351,0.208704,7.255484
782,1.2424,-0.517665,0.566371,-0.027073,1.151065,-1.233252,-0.093896,-0.101745,7.476211
8093,1.032005,-0.44419,-1.071357,-1.209239,-0.089837,1.848033,-0.130814,-0.18716,-2.544433
5019,0.691129,0.710079,-1.24695,-0.549687,1.462876,-0.808371,0.150507,-0.027923,-2.019426
3821,0.009421,-0.004768,-0.960584,-1.772023,-0.085135,1.707574,-0.360452,-0.521994,-0.227665
5516,0.653461,0.973123,1.411521,-0.622885,0.212289,1.606233,-0.11947,-0.325629,5.248042
4411,-0.383627,-1.070135,0.490916,-1.51288,1.076145,-1.271509,0.437341,0.397257,2.725793
6249,0.538648,1.507938,-1.205413,0.12207,0.798802,0.811988,0.001725,0.190514,-3.143255
1825,0.677182,0.036293,-0.748264,0.345926,0.767132,0.084809,0.112537,0.216041,-2.908651
2617,1.40518,-1.640393,-0.724061,-0.016665,-1.107725,-1.720841,0.186105,-0.526011,-6.627295
5652,1.085582,-0.98564,-0.668667,-0.183858,1.220695,0.359285,-0.282311,-0.002717,-5.371259
1094,1.298755,0.39346,0.460555,0.916979,0.276067,-0.909135,-0.123046,-0.426576,6.537705
5756,-1.852077,0.303597,1.865589,0.603581,-0.448046,-1.799154,0.023197,-0.128744,1.655764
7082,0.493644,-0.892072,-0.117677,1.400562,-0.079725,-1.618292,0.40415,0.551416,-5.047944
5194,0.802731,-1.010696,0.445339,1.546358,-0.119989,0.240073,0.352139,0.003196,-6.116522
4988,-0.79197,0.923212,-0.530643,1.088952,-0.896906,1.577478,-0.353109,0.492348,-3.527
3480,-0.785547,-0.459641,-0.64591,1.535056,-1.590197,-1.533694,0.592513,-0.441509,-3.733001
4313,-1.0612,-0.140891,-0.446953,1.491516,1.777882,0.547521,-0.0524,0.118873,1.682261
7910,0.849298,1.267955,-0.788495,-1.003555,-0.16961,-0.576668,0.123268,0.572019,0.407429
1654,1.674496,0.871595,-0.981628,-1.097903,1.261341,1.143711,-0.133623,0.592006,1.038436
6703,-0.821937,-1.34017,0.976716,1.469093,-1.868054,-0.563842,0.337589,0.263085,-2.535492
7504,-0.636545,0.589663,-0.629841,0.179664,-0.091809,-1.134323,-0.040977,0.091431,-0.288502
2323,0.145797,-0.02656,-1.537184,-0.243801,0.324727,-1.15242,0.344781,-0.063416,-2.823249
2413,0.421697,0.035945,0.937114,-0.611913,-0.101649,-0.645713,0.344958,0.506936,7.521901
6279,1.579484,-1.334285,1.877306,1.50118,-1.683594,0.782732,-0.511895,0.576312,7.720798
2654,-1.030765,-1.324677,1.240587,-0.832824,0.413214,0.718165,-0.336576,-0.030401,-7.965406
4537,0.006846,-1.806831,-0.781176,1.377228,-0.18985,-1.461332,0.117864,-0.266799,-0.197505
3703,0.722226,-0.658541,0.367862,0.009051,1.325285,1.438372,-0.546468,0.312122,-4.195133
2678,1.093931,-0.162879,-0.552741,-0.860704,-0.695133,-0.137804,-0.428868,0.408998,-1.522118
8137,0.511392,-0.436027,0.395526,1.257786,1.725064,-1.245048,0.398959,-0.302659,0.550066
5337,-0.807696,0.501171,1.198675,-0.283636,1.86747,-1.708306,0.045602,-0.363319,6.036635
4126,1.485279,-1.262769,1.238534,-1.4034,1.389386,0.58084,0.595455,-0.189287,4.653505
5129,-1.588359,-0.813051,0.973425,-1.06184,0.411452,1.264514,0.540924,0.110578,6.231917
6074,-0.473696,0.645088,-0.278784,0.477039,-0.999396,1.878666,0.550147,0.31345,2.344995
178,1.324621,1.575702,-0.798985,-0.110184,-0.834708,-1.091014,0.054568,0.320533,7.555646
4184,-0.168509,-0.919095,1.868799,1.77594,1.837837,1.640315,-0.184907,0.263506,0.118825
3949,0.153055,1.315185,1.327511,1.144692,0.974848,0.242268,0.09329,-0.480881,5.536581
6634,-0.28245,-0.820705,0.517776,1.303254,0.611489,0.516938,-0.467952,-0.072265,-5.973123
1204,-0.264262,-0.499566,-0.60953,-1.515658,-0.380207,-0.147892,-0.397748,0.244272,-2.61764
2202,1.188059,-1.507671,-1.848866,1.487139,-0.173288,1.684658,-0.556642,-0.277899,-2.660951
3571,0.969656,-0.311097,0.267181,0.549925,-1.239471,0.740272,0.332292,0.030449,0.878964
6644,-1.357312,-0.614272,1.713093,1.148053,0.926061,-1.649556,-0.052984,-0.099009,5.645559
6672,-1.103338,0.398654,1.042509,-1.092436,-1.100135,1.45025,0.59846,-0.084016,8.448638
3194,-0.5798,0.520484,1.573782,0.862972,1.129186,0.49037,0.200189,-0.226054,7.892874
8145,1.193764,0.121603,0.486446,-1.247032,1.848107,0.841453,0.432077,-0.478755,6.269571
3785,-1.469583,1.178716,-0.207071,-0.609737,-1.234768,0.607278,0.437526,-0.102609,8.546748
1770,-0.035201,0.249108,-1.611635,0.05821,-1.848186,1.598415,0.057581,0.559972,-2.58247
829,-0.757955,-0.422488,1.76047,-1.815453,1.345954,-1.783091,-0.442048,-0.295037,8.539158
941,-0.462502,0.293762,-1.326519,0.45409,1.592015,-1.838711,-0.397401,0.077638,-3.730053
3316,1.024457,0.855751,0.3945,-0.904093,1.425098,1.378416,0.297749,0.265313,6.719106
2486,-1.7244,1.080102,1.148737,1.111985,1.685134,-1.292756,-0.431349,-0.487709,7.639597
627,-0.315276,1.659456,0.671503,-1.166696,-1.357096,-0.743744,0.293283,-0.399348,3.241691
3151,1.4798,0.887305,-0.833273,0.397852,-1.117015,0.495674,-0.226399,0.114799,-1.254318
6127,-0.508021,0.534233,-1.076227,-0.11241,-0.54439,0.004958,0.122766,0.520855,-0.677672
925,-1.402593,-0.131691,-0.385669,-1.468876,1.753895,0.782882,0.28862,0.44005,2.198323
295,-1.353916,-0.074883,0.597142,0.658732,-0.926451,-1.123439,0.584796,-0.531038,8.215038
1052,-0.832918,-1.164609,-0.210351,0.805649,-0.974293,1.54677,-0.236173,0.243259,-8.695676
2707,0.880047,1.591028,0.430522,1.323602,-0.467981,-1.323715,-0.454093,0.056009,9.435632
6129,-1.778636,1.861264,-0.461917,-1.190871,-0.516028,1.69023,0.449851,-0.557889,5.975542
7677,0.871522,1.563217,0.483569,-0.580573,-1.163955,-0.527099,0.106755,0.23391,4.048621
4467,1.653062,-1.232858,-1.208959,0.847317,-1.874494,0.534084,0.061776,0.26437,-1.769774
3001,-1.397095,1.807978,1.19463,-0.398615,-0.386383,1.610168,0.53157,0.092331,-7.611662
2789,1.367227,1.381294,0.29264,-1.33865,0.14273,1.201615,0.038257,-0.206879,9.546749
944,-0.327146,-1.80588,0.132831,0.699988,-1.197896,-1.703881,-0.279155,0.243312,-8.978394
6515,-1.623921,0.916215,-1.260849,-0.412771,-0.813829,-0.789496,0.324655,0.070843,2.871107
6790,-0.152098,-0.303488,-0.038303,0.897957,1.009062,-1.51848,0.38546,-0.374863,0.283348
12,1.109071,1.712904,1.732694,-1.172016,-0.290027,0.01849,0.518491,-0.127284,-7.590254
1117,1.275967,-1.838541,1.604633,-0.871559,1.577388,1.139441,-0.182298,-0.287898,-7.955265
6674,1.116518,-1.295124,0.321005,0.395305,1.311106,0.635479,0.10767,0.011937,-11.50454
8010,1.320005,-0.597368,-0.692952,-1.190877,-0.614514,1.414511,0.197172,-0.526858,-2.913304
4953,-0.283654,1.571597,1.831869,-0.649062,1.333461,-0.647884,-0.471434,0.208585,6.450616
5461,-0.414166,-1.627716,1.215153,1.466988,0.439796,-1.149427,-0.443895,-0.141367,-4.729213
8187,-0.124006,0.584276,-0.685397,1.389382,0.514277,-0.953929,0.235985,0.203346,4.844252
1319,-0.335572,-0.173342,0.779601,-1.453374,-1.601612,-1.120197,-0.067205,-0.312307,7.00159
779,-0.759881,1.146411,-0.280676,-1.165891,0.869846,-0.206205,-0.360709,-0.033857,4.392482
8000,-1.458798,1.477743,0.254356,-0.124328,-1.057627,-0.39955,-0.325035,-0.465698,6.242661
7493,1.821099,-0.699365,0.357645,1.704946,-0.072525,-1.248964,-0.150895,-0.494864,-6.209677
3783,0.526018,0.34101,1.086895,-1.541156,0.857729,-0.290939,-0.074876,0.355056,9.676055
3936,-1.576687,-0.663485,0.199529,-1.728613,-1.860691,-1.22447,0.090579,-0.4373,-0.704798
433,0.547911,-1.149879,-1.457785,-0.340923,0.372349,0.017832,-0.599393,-0.005522,4.457406
653,-0.388993,-0.779984,-1.208743,0.705069,1.270094,1.233684,0.003,0.02122,2.475195
2477,0.776915,-1.362764,-1.768171,0.563973,1.136914,-1.569469,7.7e-05,0.089327,-5.213001
4055,1.69205,1.837161,1.598463,0.981594,0.524538,1.85322,0.022074,0.196007,4.509427
3535,-1.335752,-0.166928,-0.738207,-0.263659,-1.67856,-1.307201,0.289666,0.010133,1.758116
4778,1.841667,-1.837171,-1.755959,-1.542229,1.65745,0.882211,0.08411,0.039029,-2.319961
7604,-1.043209,0.64628,0.919761,1.791192,1.8249,-0.9079,0.483684,0.480969,4.624432
7527,-0.64752,0.870261,-0.78197,-0.653626,0.027121,-0.338033,-0.021096,-0.553794,7.891475
3375,-0.81652,-0.77374,-1.828423,-1.752731,-0.061576,1.825956,0.559648,0.39828,3.576919
7980,0.584235,-1.381973,-0.40374,0.18987,1.794469,0.357939,-0.28557,0.426911,-3.635947
3813,1.883557,1.007368,0.157074,1.005414,1.251567,-1.021013,0.151577,-0.039114,8.616888
2886,1.014293,-0.306983,1.545619,-1.231535,-1.599808,-0.972477,-0.590791,0.578232,8.868941
6605,-1.631071,1.383434,-1.436357,1.659171,-0.339619,-0.329037,0.104154,-0.288734,5.433433
7640,0.29429,0.003219,1.329398,-1.0698,-1.426252,1.854446,0.576596,-0.358725,9.497393
5978,-1.439797,0.38957,-0.839899,-1.634642,1.681659,0.616279,0.588677,-0.100084,-2.7988
6244,-0.575207,-1.452395,-0.225354,1.228018,-0.960625,1.308245,0.495789,-0.079023,-7.790848
7690,-1.753903,-0.911641,-1.023246,0.647165,0.707868,-0.703128,0.381099,-0.47304,-2.896037
5701,-1.431756,-0.182146,-0.152023,0.956363,-1.306676,-1.562823,-0.446046,-0.290102,-3.890595
8154,-1.357872,1.284991,-0.98033,1.878272,-1.118274,-1.818592,0.433543,0.157488,4.002233
570,1.779681,0.623899,1.740343,-0.801075,-1.316764,-1.474174,-0.184983,0.191906,7.396644
1448,-0.450529,1.715478,-0.243296,1.270815,-1.731767,1.678533,0.274676,0.075118,5.648943
7754,0.104977,0.035421,-0.32019,-1.768947,-1.168027,-1.110672,0.48955,-0.538259,-6.212606
4603,1.65795,1.746336,-1.868218,0.448116,-0.804583,0.04428,0.489176,0.373463,-5.502857
5825,-1.10409,-0.940521,-0.096303,-1.267614,-1.027589,-0.724297,-0.067363,-0.56801,-7.622079
3422,-0.159109,-1.275603,0.426642,0.196754,0.630974,0.012948,-0.331687,0.530642,-4.344447
7072,1.706695,-0.836206,0.113492,-0.120759,-1.389782,0.305669,-0.320926,0.189101,-5.384474
1745,-0.207802,-1.594442,-1.261507,-0.162262,-1.483335,0.012314,-0.119704,0.537845,4.842094
2741,-0.926932,-1.669975,-0.279977,-0.728292,0.499969,-0.151023,-0.350298,-0.263846,-7.205955
1590,-0.359142,-0.468752,0.804185,0.81299,1.761225,-0.438247,0.253576,-0.541502,-8.093729
7788,1.778945,-0.443449,0.064854,0.500923,0.805352,1.570941,-0.525625,0.214371,-6.603529
3995,-0.224471,0.991105,-1.736033,1.61059,1.223235,1.579221,0.57191,0.083237,-3.621778
287,0.43967,0.508625,-1.697117,-0.301415,0.881226,-1.218913,-0.182119,0.330754,-2.765406
1738,-0.73131,-1.210148,-0.287764,0.34671,-1.132667,1.308435,0.309626,-0.516102,-8.455582
5144,1.845691,1.705288,-1.867986,0.585426,-0.221489,-1.667251,0.0824,0.093802,3.429927
7233,0.462567,0.801542,1.617968,0.814017,0.175498,1.53016,-0.29635,0.447107,4.410483
3589,-0.832588,0.596316,1.854106,-0.132013,1.736762,-0.657662,0.019706,-0.002048,8.712085
6375,1.123215,-1.835741,-0.338996,-1.162826,-0.400165,-0.05622,0.430549,0.238914,-7.786545
5470,-0.212712,-1.177815,0.27382,-0.96898,0.36835,0.668737,0.432668,-0.145674,-6.154989
4701,-0.401794,-1.045331,-1.093981,-0.682962,0.834314,-1.753265,-0.477111,-0.40153,-3.639559
4751,1.627963,-0.845906,-0.813952,0.915262,1.563014,0.829812,0.556965,-0.286951,-8.994614
2827,1.671907,-1.174739,-0.807303,-0.423458,0.536693,-1.195658,-0.571032,0.268348,-7.413014
1684,0.642883,0.363377,0.020274,1.452172,0.256693,1.468699,-0.3014,-0.436667,0.4913
5345,-0.608322,-0.06172,-0.607593,0.865598,0.018568,-0.82417,-0.373811,0.552398,2.117298
1338,-0.809164,-1.551531,-0.103306,1.668884,0.791289,-1.046173,-0.050588,0.565998,-9.664601
6191,1.223181,0.680124,0.4734,-1.85336,1.359601,1.377805,-0.574093,0.419443,4.562223
2742,0.891141,-0.450505,-1.649156,-0.985751,1.250856,-1.663109,-0.556779,-0.177264,3.905409
6399,-1.795334,0.19795,1.880001,1.557651,1.181746,1.709343,-0.495902,0.577197,6.7635
6930,-1.325777,1.611162,-0.478229,-0.140671,-0.524113,1.515977,-0.572984,-0.145865,3.616583
4046,1.141033,-0.189505,0.56189,0.063223,-0.526809,1.438912,-0.061102,0.264168,5.568946
7009,-0.004584,-1.640466,1.819015,-1.798961,-0.447622,1.554701,0.192707,0.023677,-4.387852
2902,-0.289742,1.037401,-0.241818,-0.275356,1.54775,0.646071,0.371012,0.406364,7.311778
2258,-1.548074,1.44305,1.507367,0.505698,-1.87948,-0.337612,-0.166538,0.599912,6.819894
4747,-1.524739,1.566747,-0.506718,-0.184119,0.612076,-0.919839,0.215186,-0.16859,5.117939
2986,-0.213238,1.292129,-1.650925,-0.547359,-0.881093,-0.314954,-0.150507,0.035183,3.745434
4975,0.491463,0.150704,-0.498715,-1.391572,0.377376,1.566072,-0.177301,-0.305017,-1.902156
2121,-0.653342,1.028211,-0.130853,-1.395488,-1.354201,-1.099252,0.384151,0.425664,7.953504
6742,0.37072,-0.977445,1.357656,-1.154988,-0.611741,-0.980216,0.006968,-0.496058,5.15356
5661,0.809351,0.922839,0.746508,0.293836,-0.088973,1.287187,-0.561685,0.16008,8.270187
4513,-0.035111,1.761963,0.65064,-1.212644,-0.771823,0.241618,0.216316,-0.384792,-5.488718
1564,-1.275129,0.854657,0.853855,-1.314019,-0.574871,0.431122,0.032816,-0.45944,8.460805
6258,1.563201,0.201681,0.505056,-1.364696,-0.313573,0.116024,0.310631,-0.423861,5.058921
4762,0.786587,-0.907012,1.362996,-1.869653,-1.044705,-1.876343,-0.124486,0.560501,-1.431908
3937,1.114068,-1.012709,0.550156,-1.128597,1.859228,-0.751933,-0.316948,-0.146758,-3.194496
3299,0.701131,-0.835957,0.537735,1.235127,1.655404,0.432162,-0.406927,-0.427394,-2.813915
2185,1.124406,-0.673781,0.572315,1.847705,1.615519,1.124668,-0.013201,0.139144,-5.420866
4048,-0.245993,1.18655,-0.482612,1.580498,0.630119,0.735597,0.52306,-0.129095,9.626352
1231,0.254818,0.100606,-1.812719,-1.709058,-1.189951,-0.128975,0.004569,-0.004285,-2.084173
5165,1.496591,0.362426,-0.878243,-1.424337,0.1066,0.924541,-0.261022,0.19751,8.185103
1258,-1.368502,-0.183638,1.153242,1.423987,1.544936,-1.406778,0.369315,-0.516084,3.175337
2254,1.641272,0.426279,1.644737,-1.657807,0.650539,0.870305,-0.011169,-0.510973,4.398706
1951,-1.398314,0.165858,1.618003,1.41252,1.095479,-0.528359,0.565161,-0.5328,9.895105
7615,-0.828587,-0.00806,0.252046,-1.238908,-1.105145,0.1803,-0.226331,0.058758,9.921654
113,0.69259,-1.131493,-1.572731,1.733541,1.746221,-0.014963,0.351133,-0.108909,-4.457003
6945,-0.077437,-0.864969,-0.751274,-1.22847,0.908706,0.71953,-0.235428,-0.43799,-4.011583
2509,0.549751,-0.392799,-0.652468,0.634864,1.305347,1.84958,-0.253076,0.553531,-9.395831
7107,-0.891968,1.630212,-0.747883,-0.777565,1.746223,0.002651,-0.215196,0.006744,4.828447
6940,0.465154,-0.952101,1.304132,0.283495,-0.473928,0.515006,-0.002235,-0.355392,0.926349
3103,-0.527413,-1.171597,-0.780169,-0.547478,0.882645,0.017157,0.588834,0.136319,-6.844413
2548,0.605028,1.246704,0.194809,1.876058,-0.622869,0.480605,-0.443146,0.45029,8.155256
3558,-0.333094,0.014224,1.551089,0.210683,1.009269,-1.808782,0.118468,0.294818,9.228633
507,-0.721901,-1.412376,1.327832,-1.005416,-1.278151,-0.922554,0.087948,-0.253409,-1.766011
4487,1.284243,1.523932,-0.044048,-1.412344,1.858474,1.660363,0.267216,-0.506511,7.322001
6463,-0.689367,-1.258729,1.280135,0.343479,1.122895,0.325047,0.149261,-0.564413,0.476019
5728,0.366086,0.307767,0.324729,-1.117575,-1.381878,1.19521,0.573261,-0.005732,5.213866
7962,1.037292,1.694463,0.935088,-0.72912,1.664894,1.597212,-0.381499,-0.250305,5.63846
3715,0.442674,-1.777913,-1.062378,-1.096052,-1.552952,-1.376877,-0.461165,-0.002927,-5.274375
7187,0.210334,-1.088777,0.082276,-0.750082,-0.037153,1.368001,-0.21993,-0.365558,-4.555334
5831,-1.744485,-0.9541,1.637079,1.567616,-0.981528,0.589206,-0.243786,-0.514431,4.542392
2850,0.084988,-0.401277,0.100298,0.55115,0.511048,1.334148,-0.131466,-0.34454,-6.195098
4796,-1.248839,1.630048,0.276851,0.9608,1.631664,1.037211,0.10964,-0.473993,7.063059
4367,1.329017,0.071334,0.081281,1.378591,0.099473,1.772931,0.087134,0.455219,2.415034
7708,-0.317655,-0.626284,-0.359821,-0.578022,0.241034,-1.59452,0.380606,-0.348928,-2.301139
350,0.597474,-1.297854,-0.328068,1.53936,-0.870494,0.630851,0.550829,-0.211785,-8.74022
4852,1.762751,-1.183423,0.26052,1.689546,1.230747,-0.343357,0.294981,0.539169,-8.95373
2906,-0.272349,-0.689426,1.517257,0.852366,0.055123,-0.939224,-0.292446,0.05553,8.210604
4454,-0.521296,-0.154615,-1.146265,-1.034708,0.261615,1.250196,-0.458613,-0.312194,-1.203977
4590,-1.202556,-0.857168,-1.587995,1.532038,0.461779,-1.133274,-0.42932,0.011055,-4.375185
2505,-1.139499,-0.416675,1.444876,-1.736722,1.336713,1.228133,0.309836,-0.579003,8.99275
2620,0.825979,1.410007,0.324045,-1.304708,1.341493,-1.372315,-0.059986,-0.182449,8.762647
7423,1.867919,-1.714807,0.208466,1.439085,-1.049605,-1.291125,-0.107471,-0.261713,-8.710907
1114,-0.435633,-0.522169,0.261716,-0.818385,1.814458,0.789917,-0.474671,-0.187821,-3.58139
2846,-0.725609,0.346278,-0.843216,-0.840064,-0.646288,-1.051441,0.566068,0.299253,2.321054
5793,0.877761,0.873936,0.673595,0.07467,-0.40453,-1.7864,-0.145849,0.315308,9.473473
298,0.39027,-0.372382,-0.574527,-1.340174,0.917529,-1.791137,-0.287752,-0.242074,-2.770871
1675,0.253949,0.580048,-0.1302,-1.725838,-0.463231,-0.649459,-0.500199,0.356889,5.498598
6501,-0.379857,-1.791669,1.473654,-0.612551,0.484949,-0.007267,-0.479548,-0.557039,-3.001639
7762,-1.286359,0.602198,-1.073988,-0.187667,1.296164,-1.690138,0.043417,0.11114,0.704164
4086,1.537373,-0.334673,-0.144034,-0.503001,-1.803894,-0.42745,0.415675,-0.146537,-3.95922
6248,0.047262,-1.111151,1.030023,0.155627,-0.694677,-0.019854,0.583555,0.20229,6.149629
6681,0.397168,-1.312999,1.479847,1.691486,-0.102085,-0.436573,-0.393962,0.282365,-4.006742
7642,-1.786249,-1.677397,-0.617967,-0.057759,1.879452,-0.144495,-0.226412,-0.109069,-6.227997
3836,-0.993296,-1.161315,-1.394096,-0.573831,-0.943468,-0.626202,0.324656,0.095759,0.964887
229,-0.980017,-0.397555,-1.420401,-1.604674,0.183303,0.752478,-0.369116,0.264345,-0.735461
76,-0.493646,0.868439,-1.246157,1.465087,-1.34815,-1.196162,0.33228,-0.170701,3.360507
3880,0.330411,0.136989,-1.044278,1.523746,0.592757,-1.40376,-0.283426,0.459499,3.932155
5694,0.273043,1.051228,-1.587719,-1.362946,-1.048546,1.426711,-0.532138,-0.051484,-4.573665
7974,-0.826829,-0.614363,0.191594,0.617781,0.717755,-0.405497,0.257938,-0.443794,1.152159
5278,1.618076,-1.140056,1.538825,1.431951,-0.313804,-0.002078,-0.317653,-0.000186,0.34062
2103,1.798386,-1.66883,0.120023,0.321077,1.597475,-0.546789,0.368903,-0.25278,-7.678507
6442,-1.357827,-1.723669,-1.709914,-0.485772,1.264513,1.677972,-0.327297,-0.084741,3.735953
4196,0.696326,1.344227,-0.653817,0.584175,1.379673,-0.557681,-0.300373,0.030047,4.475306
7804,-0.525764,0.159179,-1.320906,0.545371,1.400421,1.313345,0.179517,0.339896,-2.227913
7110,0.136326,-0.878978,1.302361,0.685182,-1.222351,-1.805041,-0.26888,0.142123,7.33601
5684,-0.433333,0.433115,-0.341143,0.437205,0.554117,1.365352,0.006099,0.502304,3.685048
