,x1,x2,x4,x5,x6,x9,y
22642,1.81068,-12.9728,-6.48638,0.882173,-7.54006,213.525,0.90534
31934,4.1581,-12.4848,-6.2424,0.178529,-25.0366,223.699,-20.8785
1699,-1.10383,-13.3963,-6.69815,-0.602056,-31.8278,133.253,-32.9317
16728,-1.64324,-13.7728,-6.88639,-0.577518,-13.9366,403.639,-15.5798
6324,-4.5632,-12.3683,-2.2816,-0.769815,-1.02425,316.344,-5.58746
4556,4.6986,-10.7005,-5.35026,0.119606,-14.5702,217.563,-9.87164
27158,4.86611,-14.0342,-7.01711,-0.9318,-7.4319,234.508,-2.56578
13705,0.537039,-14.2345,-7.11726,0.631943,-31.4434,447.199,0.26852
32754,0.589834,-11.03,0.294917,-0.415023,0.645714,151.101,0.294917
33344,-2.36865,-13.9177,-1.18432,0.607958,-1.74578,322.334,-1.18432
8735,-1.63155,-14.4296,-7.21479,-0.995236,-23.01,400.046,-24.6416
8277,-0.40984,-13.7236,-6.86182,0.614696,-26.5995,417.873,-0.20492
38751,2.25574,-14.5297,-7.26483,-0.561853,-18.647,131.648,-16.3913
37422,-2.91183,-10.0354,-5.0177,0.130302,-9.94468,320.191,-12.8565
21044,4.65747,-12.2458,-6.12288,0.0860874,-7.41709,124.223,-2.75962
505,-0.190478,-13.3365,-6.66826,-0.952737,-28.162,286.389,-28.3525
12486,-0.271384,-10.2581,-5.12904,0.405723,-14.9426,411.643,-15.214
37975,-1.68554,-12.9818,-6.49088,0.378995,-7.70455,480.758,-9.39009
26845,-4.93423,-12.4091,-6.20454,0.223914,-24.2094,252.589,-29.1436
25620,4.60193,-12.465,2.30097,-0.223104,10.7621,178.833,2.30097
20575,4.72647,-12.2545,2.36323,0.27095,0.404417,468.437,2.36323
15258,0.802525,-10.4666,-5.2333,-0.534275,-5.6456,198.624,-4.84307
30229,-4.88649,-11.8355,-5.91775,0.203459,-17.5293,443.232,-22.4158
16540,2.02722,-12.5371,-6.26855,-0.681363,-16.5271,182.188,-14.4998
31023,0.639431,-10.9964,-5.49822,-0.708753,-24.6433,307.542,-24.0039
25694,-2.41908,-11.8806,-1.20954,0.112576,-4.72745,223.241,-7.14653
21674,-4.79455,-13.2686,-6.63431,-0.654828,-29.9568,243.425,-34.7513
39316,-2.25442,-13.4968,-6.74839,-0.142623,-5.88654,390.534,-8.14096
13040,2.79838,-12.8474,-6.4237,-0.798306,-19.1053,493.754,-16.3069
34388,4.48969,-14.8114,-7.40569,-0.88087,-4.17742,487.393,0.312264
19676,-0.111818,-14.3396,-0.0559091,-0.936723,-0.101614,106.735,-0.213432
14655,2.17099,-10.3761,-5.18804,-0.992313,-25.4884,464.186,-23.3174
3177,4.47608,-11.991,-5.99552,-0.855757,-26.0916,437.153,-21.6156
322,3.60834,-14.6658,-7.3329,-0.600403,-22.7388,495.522,-19.1304
12350,-4.6092,-10.4053,-5.20265,0.416601,-15.4475,120.06,-20.0567
17687,0.322651,-14.907,0.161325,0.72747,0.118812,330.656,0.161325
10527,-0.475415,-12.271,-6.13551,0.48967,-7.85291,469.375,-8.32833
36600,2.16889,-10.875,-5.4375,-0.635043,-6.91263,444.671,-4.74374
32099,-0.491754,-12.3845,-6.19225,-0.831515,-7.74526,139.146,-8.23701
28816,2.89449,-12.8185,-6.40923,-0.948653,-14.4055,342.246,-11.511
18076,-3.32619,-13.1101,-6.55507,-0.381203,-26.8628,421.356,-30.189
17851,4.04863,-10.6766,-5.33831,-0.92483,-3.69867,495.347,0.349962
18633,-4.61031,-12.153,-2.30515,-0.750543,-1.27564,480.593,-5.88595
8394,-2.99327,-10.8622,-1.49663,-0.54115,-7.29587,241.783,-10.2891
11418,3.17872,-10.7482,-5.37412,-0.843286,-1.7021,226.372,1.47662
18036,-4.32008,-14.4196,-7.20981,0.896034,-28.8233,274.797,-2.16004
14856,-2.1672,-14.1977,-7.09884,0.321695,-26.1188,407.208,-28.286
12050,2.39747,-14.8368,-7.4184,0.187555,-17.5277,357.998,-15.1303
24150,-3.41939,-12.2202,-1.70969,0.868805,-8.42856,145.471,-1.70969
37974,-3.93182,-12.8072,-6.40362,-0.933254,-7.01329,427.491,-10.9451
11165,2.00828,-13.5144,-6.75722,-0.62929,-1.30442,383.889,0.703861
621,3.931,-11.8887,-5.94436,-0.42617,-23.7703,353.005,-19.8393
28786,4.47657,-14.6104,2.23828,-0.662441,10.2897,260.895,1.0
29501,-3.39365,-11.4385,-5.71926,0.257793,-4.83343,491.778,-8.22708
30135,-3.05491,-10.6635,-5.33175,-0.470458,-18.087,147.506,-21.1419
29665,3.41497,-14.0504,1.70749,0.311923,0.585156,474.24,1.70749
18843,3.04354,-12.6023,-6.30113,0.279629,-0.0302136,458.254,1.52177
18930,4.33647,-10.966,-5.48302,-0.175166,-2.10059,479.279,2.16823
23523,-1.93439,-10.6367,-5.31834,-0.247955,-3.46513,492.795,-5.39952
25532,0.141148,-14.2849,0.0705739,-0.818861,0.236486,433.418,0.0705739
14749,-1.63148,-13.9206,-6.96031,-0.35677,-4.7766,498.808,-6.40808
22583,-0.944227,-10.5037,-5.25183,-0.0704648,-10.5694,162.82,-11.5137
28882,1.92803,-10.4389,-5.21944,-0.456996,-15.2232,385.037,-13.2952
3922,1.1339,-11.2788,-5.63939,-0.64688,-7.74619,366.185,-6.61229
35961,0.596032,-14.7548,-7.37742,0.877434,-0.82779,223.849,0.298016
3445,1.06205,-10.0556,-5.02781,-0.980345,-15.3864,389.114,-14.3243
3281,-0.0519372,-10.2464,-0.0259686,0.539766,-0.070092,361.735,-0.0259686
24955,0.60769,-14.8033,-7.40166,0.349017,-15.7678,365.375,-15.1601
14564,-4.77763,-13.8882,-6.9441,0.392777,-11.6766,257.138,-16.4542
37417,4.20504,-10.2306,-5.11531,-0.98855,-0.658086,290.542,2.10252
4165,3.67753,-13.0197,-6.50986,-0.0394042,-0.361975,192.167,1.83877
32671,-3.57263,-13.6755,-1.78632,-0.506989,-2.72278,112.226,-6.29541
31927,-2.34537,-10.3505,-5.17526,0.206297,-17.5709,329.957,-19.9163
509,4.10669,-13.8723,-6.93613,0.333362,-17.9268,287.589,-13.8201
38977,-3.11988,-14.0906,-7.04528,-0.41764,-8.09435,406.437,-11.2142
19067,4.47399,-12.1868,-6.09339,0.802483,-16.4826,120.012,2.23699
12908,0.145998,-14.747,-7.3735,0.866408,-14.7801,436.989,0.0729992
33811,3.52087,-12.9142,1.76044,-0.972088,3.66937,464.544,1.76044
26994,3.25173,-12.4197,-6.20984,0.0980581,-12.3719,302.757,-9.12018
33193,1.25386,-10.4519,-5.22595,-0.387284,-3.75093,436.561,-2.49707
39140,-4.45695,-11.2857,-5.64284,0.453488,-6.31632,164.559,-10.7733
21444,-3.5643,-14.523,-7.2615,0.261151,-35.7732,193.271,-39.3375
28485,-0.632796,-12.0413,-0.316398,0.069598,-0.657154,331.242,-1.28995
4569,-2.99045,-13.6357,-6.81787,0.0701664,-6.85355,173.77,-9.844
24369,-1.21915,-13.9992,-0.609576,0.503567,-1.2856,260.908,-0.609576
25846,1.87004,-11.3818,0.93502,-0.668543,3.73159,351.85,0.93502
24425,-0.242219,-14.8301,-0.121109,-0.531171,-0.376241,417.699,-0.61846
31838,4.81682,-13.9515,-6.97576,0.198851,-23.6677,156.148,-18.8509
2649,-2.56322,-11.7924,-1.28161,0.215206,-2.87552,448.632,-5.43874
36630,1.42907,-14.012,-7.006,0.683065,-4.88691,226.779,0.714533
29674,-2.74389,-12.0281,-6.01403,0.42822,-0.796291,101.55,-3.54018
37835,-3.01873,-11.2025,-5.60123,0.690007,-19.7473,239.786,-1.50937
11843,1.932,-10.8002,-5.40008,-0.656723,-19.3388,177.107,-17.4068
18332,2.20716,-13.8745,-6.93727,0.625878,-26.2588,224.214,1.10358
33944,0.693117,-12.7629,-6.38143,-0.238697,-7.9792,221.555,-7.28608
13013,1.0541,-14.1862,-7.09309,0.093343,-26.3622,356.614,-25.3081
23085,-3.49844,-13.6502,-6.82511,0.126543,-3.67077,480.823,-7.16922
37877,-1.09405,-14.4495,-7.22476,0.605378,-32.7979,138.594,-0.547024
7401,-3.6503,-13.8902,-1.82515,-0.846485,-9.07457,111.419,-12.7249
25723,-2.08054,-13.3661,-1.04027,0.0428778,-1.22714,199.804,-3.30768
31488,-2.96122,-12.7877,-1.48061,-0.357742,-2.52837,138.099,-5.48958
21244,-4.80886,-10.1143,-2.40443,-0.0284042,-0.694303,174.422,-5.50317
15236,-2.29367,-10.6533,-5.32666,0.185194,-16.1093,466.555,-18.4029
4615,-4.67146,-11.7567,-5.87836,0.248603,-17.6855,344.061,-22.357
33413,-0.653101,-12.9896,-6.4948,0.241848,-8.26778,224.167,-8.92088
16307,-0.497686,-14.0678,-7.03389,0.570686,-28.9831,107.1,-0.248843
16423,2.62523,-12.0257,-6.01285,0.203747,-13.971,337.966,-11.3458
19788,-1.69043,-10.6826,-0.845217,0.90943,-4.22132,231.345,-0.845217
34313,-4.70846,-12.9939,-6.49693,-0.298657,-26.9868,445.359,-31.6953
19349,-2.72677,-11.4433,-5.72164,-0.130093,-4.28748,192.035,-7.01425
19107,0.307735,-10.0017,-5.00087,-0.880704,-8.31484,233.235,-8.0071
38181,-3.07788,-12.9607,-1.53894,0.716831,-3.79276,150.804,-1.53894
18784,-1.74528,-12.527,-6.26351,0.513132,-24.2073,440.471,-0.872641
5667,-1.75589,-14.6791,-7.33955,-0.450302,-27.976,185.611,-29.7319
20001,-3.11889,-12.0556,-6.0278,0.801348,-12.674,355.874,-1.55944
748,-1.52899,-10.051,-5.02549,0.174008,-1.14001,223.599,-2.66899
36122,-2.95611,-14.3913,-7.19567,0.851479,-29.2676,205.106,-1.47805
16296,-0.804216,-10.8731,-5.43654,0.0418287,-5.78912,395.843,-6.59334
377,-4.99976,-10.7318,-5.3659,0.0371078,-21.3217,276.508,-26.3215
22039,-3.39227,-13.6845,-1.69613,-0.437179,-3.03428,385.699,-6.42654
40201,1.853,-13.3373,-6.66867,-0.622648,-8.55603,391.396,-6.70303
24912,-2.35636,-14.1982,-7.0991,-0.547798,-21.1053,154.724,-23.4617
28023,0.0878489,-10.4904,-5.2452,0.124187,-8.87486,308.429,-8.78701
37232,1.93386,-10.2197,-5.10986,0.295512,-3.55781,444.055,-1.62394
34982,4.28291,-10.6134,-5.30668,-0.879661,-5.48727,173.593,-1.20436
14528,3.53634,-10.1459,-5.07296,0.0929689,-3.10189,421.557,0.434448
31165,3.51944,-14.504,-7.25202,-0.69035,-19.5541,422.86,-16.0347
15109,1.26302,-14.8345,-7.41727,0.751829,-22.1588,352.528,0.631511
34778,-2.12489,-10.2111,-5.10554,0.853672,-19.065,485.985,-1.06244
16662,1.59767,-10.9768,-5.48842,-0.476278,-0.608916,366.569,0.798834
14224,0.603416,-11.0041,-5.50204,0.0102277,-17.1156,439.193,-16.5122
22586,1.78612,-11.2364,-5.61822,-0.721048,-23.2372,299.499,-21.4511
31343,-3.06344,-10.4671,-5.23353,0.714826,-9.53897,313.848,-1.53172
31335,-4.5145,-13.1967,-2.25725,-0.507438,-1.3781,297.232,-5.8926
27024,4.297,-11.5162,-5.75809,-0.963373,-8.22932,405.851,-3.93232
10622,1.02388,-10.5088,-5.25442,0.987856,-2.18704,382.14,0.511939
19632,3.95926,-14.7678,-7.38391,-0.163227,-17.9813,383.347,-14.0221
34745,4.96811,-14.8483,-7.42413,-0.569841,-34.6983,339.566,-29.7302
27972,-3.44599,-11.3382,-5.66912,-0.793676,-3.00401,412.324,-6.45
8090,2.23407,-12.9054,-6.45272,-0.760302,-7.24907,389.027,-5.015
2240,2.56164,-10.774,-5.38699,-0.775098,-17.1172,396.332,-14.5555
25690,-0.628621,-10.5724,-5.28618,0.708942,-8.52419,220.165,-0.31431
13533,-0.261962,-10.6317,-0.130981,0.68386,-0.180562,222.11,-0.130981
28359,4.41627,-10.9342,-5.46708,0.267308,-13.4215,497.357,-9.0052
14934,3.96114,-10.6763,1.98057,0.98387,4.15823,144.581,1.98057
24403,0.293776,-14.9917,0.146888,-0.550975,0.45478,276.603,0.146888
3628,-3.15954,-10.7708,-5.3854,0.734893,-24.5638,439.514,-1.57977
28281,-2.12468,-12.7374,-6.36869,0.674111,-5.78694,338.732,-1.06234
6863,0.000317881,-11.5626,0.000158941,-0.805436,0.000695281,312.153,0.000158941
180,-0.223806,-10.4305,-5.21526,-0.00435512,-0.840879,423.569,-1.06468
28092,1.96304,-12.4561,0.98152,0.938453,2.6622,310.663,0.98152
1616,3.04315,-12.9463,-6.47315,0.519295,-3.15131,329.42,1.52157
29634,-4.09796,-12.1488,-2.04898,0.687555,-5.17041,107.932,-2.04898
8467,-4.56758,-14.9798,-7.48988,0.101365,-8.0798,335.714,-12.6474
19962,-2.55443,-14.8476,-1.27721,0.289171,-1.98875,115.563,-4.54318
17503,1.84489,-11.1256,-5.56278,0.433585,-21.195,287.848,-19.3501
11902,2.71146,-13.9136,-6.95678,0.843243,-24.8519,452.535,1.35573
34366,4.53567,-10.1358,-5.06792,-0.216154,-10.6662,284.545,-6.13049
31635,-1.46002,-11.5927,-5.79634,0.23307,-22.9528,382.869,-24.4128
31087,-3.77391,-14.6059,-1.88696,0.914403,-8.63634,315.948,-1.88696
23768,3.34858,-14.8975,-7.44875,-0.810764,-9.8005,281.033,-6.45192
17160,-3.68109,-13.3074,-1.84055,-0.76664,-2.85303,280.353,-6.53412
21532,2.87284,-13.1436,-6.57178,-0.00598879,-3.10162,120.636,-0.228779
5504,-2.7389,-13.9803,-6.99016,0.867129,-31.679,179.47,-1.36945
22307,-4.70493,-12.4484,-6.22422,-0.213745,-4.11019,206.419,-8.81512
34687,3.35341,-11.3075,1.67671,-0.63979,0.878917,298.527,1.67671
9016,4.9595,-11.7782,-5.88911,-0.121688,-24.9482,280.672,-19.9887
26198,2.32248,-10.3882,-5.19409,-0.0662925,-18.5649,128.254,-16.2425
16671,-2.87928,-10.1794,-5.08971,0.102362,-19.3755,103.719,-22.2548
5342,-2.46818,-10.2223,-5.11114,0.637443,-21.9608,422.77,-1.23409
19448,-4.66214,-14.1585,-7.07923,-0.109213,-19.8923,305.566,-24.5544
22983,1.41077,-11.4853,0.705384,-0.327958,0.683077,402.498,0.705384
33176,0.561164,-11.1307,0.280582,0.801123,0.586791,426.054,0.280582
13192,2.24299,-13.6234,1.1215,0.0740749,2.21368,125.725,1.1215
18278,-3.99928,-12.1247,-6.06234,-0.0392125,-5.9022,413.09,-9.90148
22937,-1.08641,-14.5492,-0.543207,0.879001,-2.67514,364.22,-0.543207
36470,4.5346,-12.3749,-6.18744,0.0494934,-28.5524,418.523,-24.0178
5893,4.74952,-11.4222,-5.71111,-0.871462,-13.7296,422.372,-8.98005
2043,-0.265748,-14.1451,-7.07253,-0.470833,-23.1098,178.749,-23.3755
7780,-0.535448,-10.4691,-0.267724,-0.461997,-0.163212,373.136,-0.69866
33106,0.636062,-11.1072,0.318031,0.740237,0.279839,147.368,0.318031
1243,0.990964,-10.5946,-5.2973,-0.859767,-2.48151,480.993,-1.49054
21293,-4.94124,-14.8996,-7.44978,0.583793,-7.69435,272.937,-2.47062
39440,4.08277,-14.0108,2.04139,0.225455,6.03271,350.192,2.04139
9267,0.813702,-10.4929,0.406851,-0.393972,0.346626,189.233,0.406851
4740,4.22758,-14.7446,2.11379,0.3954,8.05484,102.445,2.11379
17631,4.4029,-12.1963,-6.09814,0.366499,-29.8271,292.078,-25.4242
4785,-0.395881,-14.3908,-7.1954,-0.0345318,-15.7593,447.813,-16.1552
26786,2.55088,-14.5119,-7.25594,-0.14573,-35.5176,417.897,-32.9667
29901,1.45147,-11.005,-5.5025,-0.691516,-0.279332,189.795,0.725736
20882,-4.62024,-14.4707,-7.23533,0.574944,-9.38507,420.285,-2.31012
23105,4.53145,-14.374,-7.18699,-0.964374,-2.3204,246.233,2.21105
10746,-3.34091,-14.3936,-1.67045,-0.511792,-1.20283,443.49,-4.54374
16969,2.69078,-14.4447,-7.22237,-0.956628,-19.2981,404.963,-16.6073
26435,3.2228,-14.2166,-7.10828,-0.784663,-10.9602,273.999,-7.73736
9648,-4.08044,-13.5415,-6.77073,0.831791,-8.05839,190.976,-2.04022
13504,3.57026,-10.5168,-5.25839,-0.707899,-4.57001,253.745,-0.999752
29129,-2.44391,-11.6258,-5.81292,0.0289468,-2.01559,332.364,-4.4595
6293,-1.39106,-10.5778,-5.28891,-0.228574,-21.8461,229.555,-23.2372
1346,-4.7564,-13.7976,-6.89882,-0.168342,-34.4552,464.449,-39.2116
1179,-0.412709,-11.0133,-5.50664,-0.996252,-8.79495,164.688,-9.20765
13363,-0.405409,-11.1741,-0.202704,0.411567,-0.166857,470.75,-0.572266
24568,2.37814,-14.0021,1.18907,-0.368343,1.33725,303.435,1.18907
11373,4.79152,-12.6207,-6.31037,-0.890971,-26.0499,243.821,-21.2584
18564,-2.69193,-14.5159,-7.25795,0.145587,-24.3989,477.338,-27.0908
35423,-3.95636,-10.9333,-5.46664,0.0643952,-2.09551,417.608,-6.05187
8482,3.5367,-10.6579,-5.32894,-0.368339,-15.6086,287.347,-12.0719
7755,0.907499,-11.2136,-5.60679,0.234248,-5.66785,382.6,-4.76035
2277,4.1052,-12.5933,2.0526,0.323836,0.467083,460.684,2.0526
20498,-4.60139,-10.9773,-5.48867,-0.336722,-21.8806,446.223,-26.482
9266,-4.8487,-12.5019,-6.25097,-0.379059,-13.4341,364.034,-18.2828
10214,-4.24251,-12.6399,-6.31996,0.609428,-9.8673,384.016,-2.12125
7024,-4.67025,-13.9034,-6.95168,-0.85149,-5.31525,216.368,-9.9855
4347,-1.9301,-14.307,-7.15348,-0.62306,-21.406,316.48,-23.3361
10648,3.7537,-11.2589,1.87685,0.937302,7.75855,319.967,1.87685
14416,4.23939,-14.1167,-7.05837,-0.377409,-14.9406,254.775,-10.7012
32209,-4.46747,-13.8504,-6.92522,-0.37222,-21.0923,348.144,-25.5598
32589,-0.986802,-14.4931,-0.493401,0.386519,-1.25643,382.152,-2.24323
33064,-0.287399,-14.3581,-7.17906,-0.0685843,-8.91495,202.526,-9.20235
8439,-2.60152,-12.4456,-6.22281,0.281219,-23.1822,198.607,-25.7837
32998,3.61037,-14.3651,-7.18257,0.775394,-26.2468,317.144,1.80518
19326,4.3247,-11.1154,2.16235,-0.948643,3.20792,184.163,1.0
26429,0.377007,-12.6435,-6.32174,-0.0178072,-14.9367,482.091,-14.5597
8824,4.85737,-14.3141,2.42869,0.876111,10.0174,261.348,2.42869
16269,0.847645,-10.4502,0.423822,0.849591,0.194541,211.895,0.423822
5231,4.79532,-10.738,2.39766,0.795392,7.71133,393.941,1.0
36433,-2.49667,-12.3155,-1.24834,-0.761977,-0.661893,223.96,-3.15856
40657,-4.04475,-14.9903,-7.49516,-0.103563,-23.5985,407.824,-27.6433
34759,-0.681653,-13.2561,-0.340827,-0.522121,-0.764348,363.307,-1.446
14916,-4.37689,-10.0137,-5.00684,-0.243991,-4.16617,285.274,-8.54306
9126,-1.12449,-10.2995,-5.14975,-0.283287,-18.4972,302.378,-19.6217
12068,4.58717,-12.0602,-6.03011,0.581819,-3.82617,247.869,2.29359
501,3.17162,-11.9056,-5.95282,0.529531,-12.5489,101.087,1.58581
25430,-2.90424,-12.4688,-6.23442,0.97506,-20.8974,191.353,-1.45212
38811,-3.67108,-10.0738,-5.03692,-0.224692,-16.3263,278.875,-19.9974
7672,3.39618,-11.5099,1.69809,0.561496,5.83917,357.791,1.69809
29326,3.54658,-11.5455,-5.77276,0.895836,-26.6837,160.363,1.77329
7653,-4.38305,-10.2489,-5.12444,-0.399883,-6.55927,387.681,-10.9423
19146,1.48732,-12.8674,0.743661,-0.419497,0.584332,412.481,0.743661
2885,-4.94987,-12.5067,-2.47493,-0.45705,-5.16417,290.598,-10.114
28507,4.66135,-13.6317,2.33067,-0.260845,2.05146,410.147,1.0
11484,1.08327,-10.5649,-5.28246,0.252831,-15.7483,372.775,-14.6651
15503,-1.90121,-12.9169,-6.45845,-0.29303,-17.8375,328.87,-19.7387
5170,-2.58703,-10.8222,-5.41108,0.696106,-18.4848,476.746,-1.29352
40118,0.541115,-12.9635,-6.48176,0.347528,-20.4128,103.003,-19.8717
16416,-4.21069,-14.7631,-2.10535,0.718763,-6.40772,406.991,-2.10535
20610,0.116759,-10.4469,0.0583795,-0.629928,0.179226,210.93,0.0583795
16010,-2.41676,-11.4893,-1.20838,-0.632251,-0.336478,170.109,-2.75324
31814,-0.826882,-13.8665,-6.93323,-0.464478,-11.3859,143.243,-12.2127
11215,-1.25419,-11.5354,-5.7677,-0.203062,-26.6168,134.412,-27.871
28110,-4.49481,-14.1618,-7.08092,-0.179786,-25.9735,193.912,-30.4683
32124,2.63935,-11.5969,1.31967,0.0740499,5.69725,314.466,1.31967
15917,-0.633886,-11.6169,-5.80843,-0.916516,-27.8202,149.068,-28.4541
31440,0.913772,-10.3874,0.456886,0.586729,1.40545,118.979,0.456886
316,-1.04272,-12.3251,-6.16253,0.654658,-7.27615,384.287,-0.521358
6969,3.37823,-14.1394,-7.0697,-0.569375,-4.3891,334.752,-1.01087
33780,-3.45746,-12.2802,-6.14008,0.512193,-0.640524,459.142,-1.72873
13035,2.875,-10.1708,1.4375,0.297739,4.68947,334.437,1.0
39626,1.33086,-11.5803,-5.79016,0.253233,-28.715,339.116,-27.3842
11024,-2.43202,-10.2269,-5.11346,-0.124235,-17.2278,133.269,-19.6598
1332,-4.67459,-12.6848,-6.34239,0.526665,-0.00271328,254.974,-2.3373
9918,0.648696,-13.1752,0.324348,-0.651469,1.47356,106.024,0.324348
4202,0.991048,-12.1205,0.495524,-0.781643,0.0895585,109.409,0.495524
19382,-4.78825,-10.9934,-5.49669,-0.445529,-0.328821,434.276,-5.11707
278,3.18713,-12.1688,-6.08441,0.149562,-27.9352,222.957,-24.7481
21844,2.34278,-10.978,-5.48902,-0.999236,-20.2824,379.476,-17.9396
2374,-1.66101,-12.0898,-6.04488,-0.879163,-20.3343,278.725,-21.9953
3502,-3.31954,-12.6755,-6.33773,0.0570672,-0.876776,122.683,-4.19631
26114,-1.59753,-11.0435,-5.52173,0.777473,-10.6732,249.622,-0.798763
28358,4.63199,-13.1535,2.316,-0.5696,11.5065,307.217,2.316
18331,3.40188,-10.2739,-5.13696,0.922518,-20.5137,238.418,1.70094
40341,2.80684,-11.4049,1.40342,0.958381,1.46668,184.14,1.0
4559,-3.43338,-13.7719,-6.88595,0.4335,-2.37774,306.672,-5.81111
37404,4.97205,-12.8623,-6.43117,0.215139,-6.66307,422.102,-1.69102
29271,3.32957,-10.3659,1.66478,0.292298,6.43091,401.534,1.0
374,2.94018,-11.628,-5.81399,-0.419185,-19.1719,443.498,-16.2318
21145,-2.53719,-10.0762,-5.03809,0.176124,-8.94384,185.061,-11.481
2087,3.16053,-12.5534,-6.27668,-0.0831903,-12.0742,382.062,-8.91363
40267,1.94935,-13.4607,-6.73034,0.0371837,-29.2427,453.393,-27.2934
6379,-1.24475,-11.7211,-5.86057,0.486329,-3.91935,448.377,-5.1641
24483,-1.62147,-13.8856,-0.810734,-0.502468,-0.545482,203.74,-2.16695
24531,-1.16556,-11.801,-5.90051,-0.506619,-4.96714,211.346,-6.1327
10829,2.11926,-13.8549,-6.92747,0.662051,-31.6051,377.357,1.05963
6316,1.81216,-14.0589,-7.02947,-0.0771146,-5.18003,294.285,-3.36787
1253,2.84686,-13.1613,-6.58063,0.707597,-0.241689,470.022,1.42343
25770,3.37574,-12.4944,1.68787,0.0498028,1.52422,374.891,1.68787
4325,-2.8859,-12.3755,-6.18776,0.0299028,-16.9105,249.257,-19.7964
23839,1.87478,-12.549,-6.27451,-0.890083,-4.70616,263.932,-2.83138
34757,-4.85613,-13.601,-6.80049,-0.837825,-27.4167,209.147,-32.2729
18788,-3.47037,-12.4381,-1.73519,-0.589586,-1.23198,305.844,-4.70236
5382,-2.50181,-10.0927,-5.04637,-0.0644917,-18.058,266.887,-20.5598
9358,2.7966,-10.4254,-5.2127,0.65572,-3.81839,267.981,1.3983
32526,-4.19576,-10.5979,-5.29897,-0.607286,-13.5076,307.504,-17.7034
17179,-4.54583,-12.2006,-6.10032,-0.415336,-10.4433,202.739,-14.9891
31946,0.948604,-14.2929,0.474302,0.371435,1.91526,174.834,0.474302
21549,-4.14374,-14.4512,-2.07187,-0.0874155,-0.185456,489.308,-4.3292
29673,1.16341,-12.8427,-6.42137,-0.833117,-7.63048,421.641,-6.46707
4630,0.747546,-14.5723,-7.28616,0.636404,-27.991,202.527,0.373773
3979,-2.36347,-11.9503,-5.97514,0.488496,-17.5305,308.738,-19.894
39793,3.87626,-14.9818,1.93813,0.0689592,8.57491,312.884,1.93813
3861,-4.77401,-14.1388,-7.06938,0.205569,-17.5245,200.961,-22.2985
38105,4.49256,-12.6935,-6.34677,-0.37285,-3.41737,269.279,1.07519
35174,-3.81516,-14.4205,-7.21027,0.298409,-1.55879,108.855,-5.37395
31859,-0.352018,-10.9649,-0.176009,0.272702,-0.672287,440.82,-1.0243
37652,3.54377,-11.9245,-5.96225,0.238396,-14.8709,279.991,-11.3271
33602,4.58709,-10.4857,2.29355,0.472453,7.45932,470.677,2.29355
37149,4.54058,-13.6315,2.27029,0.172873,11.2175,255.648,1.0
498,-1.46905,-11.5326,-5.76631,-0.31073,-26.9379,151.223,-28.407
16094,2.06959,-11.3297,1.0348,0.197592,0.219129,250.21,1.0348
19408,0.54178,-14.6098,-7.30489,0.46344,-31.7369,389.978,-31.1951
17777,3.03971,-13.7378,-6.86892,0.240681,-3.7529,420.216,-0.713196
3350,-2.70531,-10.9676,-1.35266,0.117922,-5.01791,291.575,-7.72322
13552,2.48139,-10.2099,-5.10497,0.55079,-20.1154,231.57,1.24069
35563,1.69688,-11.9078,-5.95388,0.936457,-8.27931,328.42,0.848439
25087,2.37144,-14.5854,-7.2927,-0.55324,-29.471,389.971,-27.0996
3416,4.5871,-14.0335,2.29355,0.449604,2.44319,229.084,2.29355
28382,2.28704,-11.796,-5.898,0.18304,-0.828744,235.382,1.14352
13912,4.04376,-12.2359,2.02188,0.216482,7.01117,496.768,2.02188
25405,4.9198,-11.3984,2.4599,-0.250075,10.1568,349.563,2.4599
31740,-1.34409,-14.0668,-0.672047,-0.539251,-1.80762,237.186,-3.15171
22521,-3.70488,-11.6408,-5.82039,0.14936,-16.6361,412.794,-20.3409
396,1.16458,-14.7122,-7.35611,0.147241,-4.94729,277.652,-3.78271
26612,-4.13346,-14.2814,-7.14072,-0.486775,-32.8937,118.507,-37.0272
36030,1.64096,-13.8843,-6.94213,-0.145457,-4.10492,339.375,-2.46395
4530,-3.90768,-12.2386,-6.11929,-0.73508,-16.1916,206.675,-20.0993
21916,-4.41581,-11.0312,-5.51558,0.506277,-8.82253,491.186,-2.2079
8274,-3.99558,-11.1036,-5.55178,-0.877078,-4.64983,339.742,-8.64541
33682,3.42293,-12.9683,-6.48416,0.0264091,-15.0347,261.334,-11.6118
31960,-2.57212,-13.152,-1.28606,-0.431364,-4.24792,355.756,-6.82005
9975,-3.1396,-11.2343,-5.61715,0.182529,-11.594,348.989,-14.7336
38861,2.42482,-14.6143,-7.30715,-0.397385,-17.6778,206.931,-15.253
10865,-4.11792,-12.236,-6.118,-0.0608732,-0.153903,325.52,-4.27182
21756,4.35071,-14.1024,-7.05122,-0.421756,-30.3039,308.208,-25.9532
31264,0.116065,-11.4094,0.0580324,-0.65071,0.17808,119.365,0.0580324
26638,-2.08333,-12.9181,-6.45907,0.23355,-24.7403,122.789,-26.8237
10852,0.111684,-14.1023,0.055842,0.320554,0.215101,445.166,0.055842
30114,-1.38005,-14.1803,-7.09015,0.549091,-33.104,465.163,-0.690027
31496,4.18337,-11.2841,2.09169,0.816274,3.04706,297.575,2.09169
